,name,layer_affected,kernel_index,layer_affected_index,position_disrupted,min_var,max_var,original_weight_value,quantized_value,bit_disrupted,flipped_quantized_value,flipped_weight_value,q_aware_accuracy,tflite_accuracy,q_aware_acc_degradation,tflite_acc_degradation,q_aware_loss,tflite_loss,original_laplacian,modified_laplacian,original_int_laplacian,modified_int_laplacian,abs_laplacian_diff,abs_int_laplacian_diff
2241,model_2_240,conv2d_2/kernel,2,6,"(2, 1, 5, 63)",-0.398457408,0.398457408,-0.091473557,-29,0,-30,-0.094123797,0.911499977,0.9117,0,0,0.289090604,0.3396383,0.08267954,0.090630248,26,29,0.007950708,3
2242,model_2_241,conv2d_2/kernel,2,6,"(1, 2, 7, 29)",-0.324492335,0.324492335,0.128006861,50,2,54,0.137973119,0.911499977,0.9117,0,0,0.289081752,0.33964223,-0.505261064,-0.535159826,-197,-209,0.029898763,12
2243,model_2_242,conv2d_2/kernel,2,6,"(2, 0, 9, 47)",-0.441013336,0.441013336,0.131069839,38,5,6,0.020835276,0.911599994,0.9118,0.000100017,0.0001,0.288606942,0.3413077,-0.256604284,-0.036135152,-74,-10,0.220469132,64
2244,model_2_243,conv2d_2/kernel,2,6,"(1, 1, 8, 37)",-0.38667053,0.38667053,0.064186916,21,6,85,0.258795237,0.911499977,0.9117,0,0,0.289093137,0.3385702,-0.30786854,-1.086301804,-102,-358,0.778433263,256
2245,model_2_244,conv2d_2/kernel,2,6,"(1, 2, 31, 41)",-0.377871573,0.377871573,-0.075606719,-25,4,-9,-0.0267783,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289175332,0.33858177,0.014810562,-0.131674692,3,-45,0.146485254,48
2246,model_2_245,conv2d_2/kernel,2,6,"(1, 0, 63, 87)",-0.398020267,0.398020267,-0.093027093,-30,3,-22,-0.068948393,0.911599994,0.9118,0.000100017,0.0001,0.289068252,0.33961442,0.39838919,0.3261531,128,104,0.072236091,24
2247,model_2_246,conv2d_2/kernel,2,6,"(1, 0, 21, 28)",-0.430906504,0.430906504,0.154076219,45,4,61,0.206970841,0.911499977,0.9117,0,0,0.289034486,0.3395815,-0.277586043,-0.436269939,-81,-129,0.158683896,48
2248,model_2_247,conv2d_2/kernel,2,6,"(0, 0, 60, 28)",-0.430906504,0.430906504,0.226827383,67,0,66,0.223935664,0.911499977,0.9117,0,0,0.289104819,0.33965558,-0.299754083,-0.293970644,-89,-87,0.005783439,2
2249,model_2_248,conv2d_2/kernel,2,6,"(2, 1, 3, 60)",-0.456309855,0.456309855,0.041950785,12,2,8,0.028743928,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.236912519,-0.197291955,-67,-55,0.039620563,12
2250,model_2_249,conv2d_2/kernel,2,6,"(1, 1, 59, 88)",-0.312403798,0.312403798,0.103146665,42,1,40,0.098394897,0.911499977,0.9117,0,0,0.289090931,0.33964226,-0.621575594,-0.602568507,-253,-245,0.019007087,8
2251,model_2_250,conv2d_2/kernel,2,6,"(2, 0, 15, 5)",-0.422407866,0.422407866,-0.035397414,-11,4,-27,-0.089803247,0.911599994,0.9118,0.000100017,0.0001,0.289139599,0.33966655,0.176063776,0.284875453,54,86,0.108811677,32
2252,model_2_251,conv2d_2/kernel,2,6,"(2, 2, 39, 15)",-0.448826492,0.448826492,-0.126506343,-36,4,-52,-0.183771477,0.911599994,0.9119,0.000100017,0.0002,0.28897813,0.3394592,0.103810899,0.218341172,30,62,0.114530273,32
2253,model_2_252,conv2d_2/kernel,2,6,"(2, 0, 29, 55)",-0.449547827,0.449547827,0.038389146,11,7,-117,-0.414150361,0.91170001,0.9116,0.000200033,-1.00E-04,0.289347827,0.34003296,0.060625866,0.965704858,16,272,0.905079007,256
2254,model_2_253,conv2d_2/kernel,2,6,"(1, 1, 36, 40)",-0.082906894,0.082906894,-0.041974083,-64,3,-56,-0.036557371,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.057645466,0.035978612,88,56,0.021666855,32
2255,model_2_254,conv2d_2/kernel,2,6,"(1, 2, 52, 84)",-0.378410995,0.378410995,-0.004532255,-2,6,-66,-0.196654533,0.911499977,0.9117,0,0,0.289011359,0.33963364,-0.07377921,0.502587616,-24,168,0.576366842,192
2256,model_2_255,conv2d_2/kernel,2,6,"(0, 1, 42, 25)",-0.4603405,0.4603405,0.13906467,38,3,46,0.166737504,0.911300004,0.9116,-0.000199974,-1.00E-04,0.289074421,0.3396811,-0.493048459,-0.576066971,-135,-159,0.083018512,24
2257,model_2_256,conv2d_2/kernel,2,6,"(0, 2, 36, 16)",-0.440665513,0.440665513,0.159990177,46,1,44,0.152671516,0.911499977,0.9118,0,0.0001,0.289091438,0.33964005,-0.393875718,-0.379238397,-114,-110,0.014637321,4
2258,model_2_257,conv2d_2/kernel,2,6,"(2, 1, 23, 92)",-0.40504691,0.40504691,0.043060053,14,1,12,0.038272149,0.911499977,0.9117,0,0,0.289094061,0.33965737,-0.274505168,-0.260141462,-87,-81,0.014363706,6
2259,model_2_258,conv2d_2/kernel,2,6,"(2, 2, 33, 45)",-0.095962949,0.095962949,-0.062718861,-83,0,-84,-0.063471557,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.08817409,0.08967948,117,119,0.00150539,2
2260,model_2_259,conv2d_2/kernel,2,6,"(2, 1, 1, 12)",-0.43329978,0.43329978,-0.002409227,-1,2,-5,-0.017059046,0.911499977,0.9117,0,0,0.289092839,0.33964986,-0.002916157,0.041033305,0,12,0.043949462,12
2261,model_2_260,conv2d_2/kernel,2,6,"(1, 2, 63, 22)",-0.368328184,0.368328184,-0.093791962,-32,0,-31,-0.08990688,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289096057,0.33964688,0.078237556,0.066582307,26,23,0.011655249,3
2262,model_2_261,conv2d_2/kernel,2,6,"(1, 1, 21, 15)",-0.448826492,0.448826492,0.023716889,7,2,3,0.010602201,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289104879,0.33965927,-0.288909554,-0.236450791,-83,-67,0.052458763,16
2263,model_2_262,conv2d_2/kernel,2,6,"(1, 2, 35, 37)",-0.38667053,0.38667053,-0.086418286,-28,1,-26,-0.079160896,0.911499977,0.9117,0,0,0.289079189,0.33963227,0.222441047,0.200668886,72,66,0.021772161,6
2264,model_2_263,conv2d_2/kernel,2,6,"(0, 0, 41, 54)",-0.554309368,0.554309368,-0.008971269,-2,0,-1,-0.004364641,0.911499977,0.9117,0,0,0.289073586,0.33964628,0.330578178,0.321364939,76,74,0.009213239,2
2265,model_2_264,conv2d_2/kernel,2,6,"(0, 2, 10, 57)",-0.410268605,0.410268605,0.020290416,6,4,22,0.071070152,0.911499977,0.9117,0,0,0.289090812,0.33962178,0.128243446,0.026683979,41,9,0.101559468,32
2266,model_2_265,conv2d_2/kernel,2,6,"(2, 1, 9, 91)",-0.240750894,0.240750894,0.084604003,45,2,41,0.07772273,0.911499977,0.9117,0,0,0.289090693,0.33964562,-0.214409202,-0.193765387,-114,-102,0.020643815,12
2267,model_2_266,conv2d_2/kernel,2,6,"(1, 1, 24, 6)",-0.236279696,0.236279696,-0.036812872,-20,4,-4,-0.00744188,0.911499977,0.9117,0,0,0.289088011,0.33964145,0.019420125,-0.098063834,12,-52,0.117483959,64
2268,model_2_267,conv2d_2/kernel,2,6,"(0, 0, 47, 31)",-0.39023599,0.39023599,-0.112750307,-37,6,-101,-0.310345158,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289191365,0.33870804,0.203006268,0.59819597,66,194,0.395189703,128
2269,model_2_268,conv2d_2/kernel,2,6,"(0, 0, 10, 87)",-0.398020267,0.398020267,0.00984438,3,2,7,0.021938125,0.911499977,0.9117,0,0,0.289065778,0.3396044,0.030824961,0.006637476,10,2,0.024187485,8
2270,model_2_269,conv2d_2/kernel,2,6,"(0, 1, 61, 64)",-0.428302407,0.428302407,-0.127049133,-38,6,-102,-0.34399091,0.911499977,0.9117,0,0,0.289134622,0.3396506,0.336339056,0.987164378,101,293,0.650825322,192
2271,model_2_270,conv2d_2/kernel,2,6,"(2, 0, 45, 61)",-0.373870552,0.373870552,-0.060258631,-20,1,-18,-0.052989527,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.161981016,0.147442803,54,50,0.014538214,4
2272,model_2_271,conv2d_2/kernel,2,6,"(1, 1, 38, 85)",-0.424470544,0.424470544,-0.157587364,-47,0,-48,-0.160429812,0.911499977,0.9117,0,0,0.289101422,0.33964276,0.725427508,0.736797273,217,221,0.011369765,4
2273,model_2_272,conv2d_2/kernel,2,6,"(0, 2, 62, 15)",-0.448826492,0.448826492,0.038558595,11,4,27,0.095419805,0.91140002,0.9118,-1.00E-04,0.0001,0.289141476,0.33969113,-0.349150866,-0.46287331,-99,-131,0.113722444,32
2274,model_2_273,conv2d_2/kernel,2,6,"(1, 2, 16, 17)",-0.387813658,0.387813658,0.116026253,38,4,54,0.164897146,0.911899984,0.9121,0.000400007,0.0004,0.289066911,0.3395882,-0.249792263,-0.396404922,-81,-129,0.146612659,48
2275,model_2_274,conv2d_2/kernel,2,6,"(0, 1, 48, 53)",-0.434030771,0.434030771,0.110981688,32,5,0,0,0.911300004,0.9115,-0.000199974,-0.0002,0.289248854,0.33957756,-0.213163093,0.119781971,-61,35,0.332945049,96
2276,model_2_275,conv2d_2/kernel,2,6,"(1, 1, 39, 57)",-0.410268605,0.410268605,-0.075555146,-23,3,-31,-0.100144305,0.911800027,0.9121,0.00030005,0.0004,0.289120346,0.33968166,0.119630262,0.217986882,36,68,0.098356619,32
2277,model_2_276,conv2d_2/kernel,2,6,"(1, 0, 15, 65)",-0.282227874,0.282227874,0.022407835,10,2,14,0.031111734,0.911499977,0.9117,0,0,0.289099693,0.33964795,-0.221937373,-0.24804908,-100,-112,0.026111707,12
2278,model_2_277,conv2d_2/kernel,2,6,"(0, 1, 41, 95)",-0.569497585,0.569497585,-0.160848975,-36,2,-40,-0.179369318,0.911499977,0.9117,0,0,0.289079517,0.33963665,0.258044839,0.313605845,58,70,0.055561006,12
2279,model_2_278,conv2d_2/kernel,2,6,"(2, 2, 63, 42)",-0.467591584,0.467591584,0.070118845,19,2,23,0.08468194,0.911499977,0.9117,0,0,0.289070725,0.33960366,-0.052294157,-0.081420355,-14,-22,0.029126197,8
2280,model_2_279,conv2d_2/kernel,2,6,"(0, 1, 14, 93)",-0.473087877,0.473087877,-0.137419894,-37,3,-45,-0.167629563,0.911599994,0.9118,0.000100017,0.0001,0.289055526,0.33853638,0.482807279,0.57343632,130,154,0.090629041,24
2281,model_2_280,conv2d_2/kernel,2,6,"(1, 0, 2, 5)",-0.422407866,0.422407866,0.096202642,29,5,61,0.202888817,0.911499977,0.9117,0,0,0.289041907,0.33950895,-0.442130804,-0.762189329,-133,-229,0.320058525,96
2282,model_2_281,conv2d_2/kernel,2,6,"(1, 0, 47, 21)",-0.104798824,0.104798824,0.054531943,66,4,82,0.067665382,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.123261444,-0.162661761,-149,-197,0.039400317,48
2283,model_2_282,conv2d_2/kernel,2,6,"(1, 0, 53, 29)",-0.324492335,0.324492335,0.099020325,39,3,47,0.120087715,0.911499977,0.9117,0,0,0.28908971,0.3396415,-0.169509664,-0.232711822,-67,-91,0.063202158,24
2284,model_2_283,conv2d_2/kernel,2,6,"(1, 0, 31, 95)",-0.569497585,0.569497585,0.155052587,35,0,34,0.15246392,0.911499977,0.9117,0,0,0.289074033,0.33963338,-0.223216251,-0.215450272,-51,-48,0.007765979,3
2285,model_2_284,conv2d_2/kernel,2,6,"(2, 1, 54, 19)",-0.393705159,0.393705159,0.011365999,4,5,36,0.111601463,0.911499977,0.9117,0,0,0.28894794,0.338431,-0.084552988,-0.38525939,-28,-124,0.300706387,96
2286,model_2_285,conv2d_2/kernel,2,6,"(1, 2, 7, 90)",-0.418090731,0.418090731,-0.099583201,-30,6,-94,-0.309452982,0.911499977,0.9117,0,0,0.289101064,0.3396937,-0.183375046,0.446234286,-57,135,0.629609346,192
2287,model_2_286,conv2d_2/kernel,2,6,"(2, 2, 55, 86)",-0.334486157,0.334486157,-0.204857126,-78,0,-77,-0.202798693,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.342816681,0.338699818,131,129,0.004116863,2
2288,model_2_287,conv2d_2/kernel,2,6,"(2, 0, 51, 90)",-0.418090731,0.418090731,-0.064348362,-20,0,-19,-0.062549007,0.911499977,0.9117,0,0,0.289090276,0.33963984,-0.133036256,-0.136634961,-39,-41,0.003598705,2
2289,model_2_288,conv2d_2/kernel,2,6,"(2, 1, 46, 63)",-0.398457408,0.398457408,0.146513447,47,3,39,0.122360936,0.911499977,0.9117,0,0,0.289069444,0.33962926,-0.367098898,-0.294641376,-119,-95,0.072457522,24
2290,model_2_289,conv2d_2/kernel,2,6,"(1, 2, 43, 78)",-0.579302788,0.579302788,0.02580045,6,0,7,0.031930075,0.911499977,0.9117,0,0,0.289102376,0.33965895,0.135317445,0.116928585,29,26,0.01838886,3
2291,model_2_290,conv2d_2/kernel,2,6,"(1, 1, 15, 53)",-0.434030771,0.434030771,0.068527758,20,6,84,0.287075471,0.91140002,0.9115,-1.00E-04,-0.0002,0.289156616,0.33964315,-0.612896681,-1.487087488,-179,-435,0.874190807,256
2292,model_2_291,conv2d_2/kernel,2,6,"(1, 1, 38, 34)",-0.397145301,0.397145301,-0.10404484,-33,4,-49,-0.153229289,0.911800027,0.912,0.00030005,0.0003,0.289098084,0.33949643,0.366550893,0.563288748,116,180,0.196737856,64
2293,model_2_292,conv2d_2/kernel,2,6,"(2, 0, 45, 16)",-0.440665513,0.440665513,0.046550903,13,7,-115,-0.399027827,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.068945318,0.8222121,-19,237,0.891157389,256
2294,model_2_293,conv2d_2/kernel,2,6,"(0, 0, 10, 9)",-0.552563787,0.552563787,0.139056966,32,1,34,0.147930463,0.911499977,0.9117,0,0,0.28907755,0.3396322,-0.231295526,-0.249042511,-53,-57,0.017746985,4
2295,model_2_294,conv2d_2/kernel,2,6,"(2, 2, 4, 82)",-0.334095269,0.334095269,-0.037005097,-14,5,-46,-0.121010885,0.911499977,0.9115,0,-0.0002,0.28916797,0.3398203,0.078277677,0.246289253,29,93,0.168011576,64
2296,model_2_295,conv2d_2/kernel,2,6,"(2, 2, 20, 17)",-0.387813658,0.387813658,-0.018953133,-6,4,-22,-0.067180319,0.911599994,0.9116,0.000100017,-1.00E-04,0.28919223,0.33981156,0.103905156,0.200359538,34,66,0.096454382,32
2297,model_2_296,conv2d_2/kernel,2,6,"(0, 1, 0, 56)",-0.694517136,0.694517136,-0.263597488,-48,7,80,0.437491109,0.911499977,0.9117,0,0,0.289095581,0.33958843,0.8793208,-1.223945022,160,-224,2.103265762,384
2298,model_2_297,conv2d_2/kernel,2,6,"(2, 2, 33, 47)",-0.441013336,0.441013336,-0.009338387,-3,5,-35,-0.121539108,0.911599994,0.9118,0.000100017,0.0001,0.288772374,0.33949503,0.099813946,0.324215382,29,93,0.224401444,64
2299,model_2_298,conv2d_2/kernel,2,6,"(0, 0, 61, 74)",-0.391967267,0.391967267,0.055443838,18,0,19,0.058640772,0.911499977,0.9117,0,0,0.289087921,0.3396486,-0.198467106,-0.20486097,-64,-66,0.006393865,2
2300,model_2_299,conv2d_2/kernel,2,6,"(1, 2, 15, 85)",-0.424470544,0.424470544,-0.07443352,-22,1,-24,-0.080214906,0.911499977,0.9117,0,0,0.289088011,0.3395892,0.079329982,0.096674129,23,29,0.017344147,6
2301,model_2_300,conv2d_2/kernel,2,6,"(1, 0, 12, 55)",-0.449547827,0.449547827,0.095927477,27,7,-101,-0.357514414,0.911499977,0.9117,0,0,0.289044559,0.33968624,-0.182922572,1.177403092,-51,333,1.360325694,384
2302,model_2_301,conv2d_2/kernel,2,6,"(1, 1, 0, 69)",-0.397144198,0.397144198,-0.251667857,-80,2,-76,-0.237661095,0.911499977,0.9117,0,0,0.289098948,0.33964625,0.856583953,0.800556898,272,256,0.056027055,16
2303,model_2_302,conv2d_2/kernel,2,6,"(1, 2, 32, 69)",-0.397144198,0.397144198,-0.215063334,-69,4,-85,-0.265805172,0.911599994,0.9118,0.000100017,0.0001,0.289093226,0.33964887,0.337583929,0.489809483,108,156,0.152225554,48
2304,model_2_303,conv2d_2/kernel,2,6,"(1, 2, 24, 32)",-0.224391252,0.224391252,0.008722641,5,7,-123,-0.217323811,0.911499977,0.9117,0,0,0.289038301,0.3395939,-0.111393087,0.566746235,-63,321,0.678139329,384
2305,model_2_304,conv2d_2/kernel,2,6,"(0, 0, 5, 15)",-0.448826492,0.448826492,-0.161370337,-46,4,-62,-0.219112146,0.911499977,0.9117,0,0,0.288983047,0.33957222,0.252593726,0.368077338,73,105,0.115483612,32
2306,model_2_305,conv2d_2/kernel,2,6,"(1, 1, 63, 58)",-0.541522324,0.541522324,0.106587373,25,1,27,0.115126793,0.911499977,0.9117,0,0,0.289095521,0.33962744,-0.391153127,-0.425310791,-91,-99,0.034157664,8
2307,model_2_306,conv2d_2/kernel,2,6,"(2, 2, 52, 85)",-0.424470544,0.424470544,-0.124728255,-37,3,-45,-0.150402949,0.911499977,0.9117,0,0,0.289095908,0.3396519,0.277514786,0.328864157,82,98,0.051349372,16
2308,model_2_307,conv2d_2/kernel,2,6,"(2, 1, 56, 21)",-0.104798824,0.104798824,-0.001174863,-1,3,-9,-0.007426688,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.062349848,-0.043594379,-76,-52,0.018755469,24
2309,model_2_308,conv2d_2/kernel,2,6,"(2, 0, 35, 21)",-0.104798824,0.104798824,-0.052666117,-64,0,-63,-0.051986818,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.044884998,0.0435264,54,52,0.001358598,2
2310,model_2_309,conv2d_2/kernel,2,6,"(0, 1, 44, 74)",-0.391967267,0.391967267,0.093496047,30,5,62,0.191354099,0.91170001,0.9117,0.000200033,0,0.289333165,0.34076294,-0.340514958,-0.634089112,-110,-206,0.293574154,96
2311,model_2_310,conv2d_2/kernel,2,6,"(1, 2, 8, 25)",-0.4603405,0.4603405,-0.092386983,-25,4,-9,-0.032622555,0.911499977,0.9117,0,0,0.289078772,0.3406984,0.092808522,-0.086484782,25,-23,0.179293305,48
2312,model_2_311,conv2d_2/kernel,2,6,"(0, 2, 33, 28)",-0.430906504,0.430906504,0.13840726,41,4,57,0.193398982,0.911300004,0.9116,-0.000199974,-1.00E-04,0.289030015,0.3396591,-0.140407518,-0.250390947,-42,-74,0.109983429,32
2313,model_2_312,conv2d_2/kernel,2,6,"(1, 2, 2, 75)",-0.083972491,0.083972491,-0.013673219,-21,1,-23,-0.015207617,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.104185522,0.108788714,158,164,0.004603192,6
2314,model_2_313,conv2d_2/kernel,2,6,"(1, 1, 20, 90)",-0.418090731,0.418090731,0.106907606,32,2,36,0.118513908,0.911499977,0.9117,0,0,0.289122522,0.3407103,-0.227968663,-0.274393857,-68,-84,0.046425194,16
2315,model_2_314,conv2d_2/kernel,2,6,"(0, 0, 4, 19)",-0.393705159,0.393705159,-0.201901242,-65,0,-66,-0.204602681,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.215862527,-0.210459635,-70,-68,0.005402893,2
2316,model_2_315,conv2d_2/kernel,2,6,"(0, 0, 48, 10)",-0.388046145,0.388046145,0.066889971,22,1,20,0.061109629,0.911499977,0.9117,0,0,0.289118677,0.3396108,-0.241509944,-0.229949236,-79,-75,0.011560708,4
2317,model_2_316,conv2d_2/kernel,2,6,"(1, 1, 53, 41)",-0.377871573,0.377871573,0.118580468,40,2,44,0.130916136,0.911499977,0.9117,0,0,0.289128423,0.3396221,-0.085780963,-0.135123625,-29,-45,0.049342662,16
2318,model_2_317,conv2d_2/kernel,2,6,"(1, 0, 60, 41)",-0.377871573,0.377871573,0.243008584,82,4,66,0.196374203,0.911599994,0.9118,0.000100017,0.0001,0.28916347,0.34074047,-0.318326116,-0.178422987,-108,-60,0.139903128,48
2319,model_2_318,conv2d_2/kernel,2,6,"(2, 2, 39, 78)",-0.579302788,0.579302788,-0.007297854,-2,3,-10,-0.045614393,0.912,0.9118,0.000500023,0.0001,0.289016515,0.33961377,0.058360554,0.134993628,13,29,0.076633073,16
2320,model_2_319,conv2d_2/kernel,2,6,"(1, 0, 31, 64)",-0.428302407,0.428302407,-0.164378047,-49,7,79,0.266424332,0.911499977,0.9116,0,-1.00E-04,0.289120376,0.3396279,0.506339371,-0.786067724,151,-233,1.292407036,384
2321,model_2_320,conv2d_2/kernel,2,6,"(0, 2, 3, 93)",-0.473087877,0.473087877,-0.013292476,-4,0,-3,-0.011175304,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.079111412,0.074877068,22,20,0.004234344,2
2322,model_2_321,conv2d_2/kernel,2,6,"(0, 2, 34, 52)",-0.445911735,0.445911735,0.128000796,36,7,-92,-0.323022674,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.28912577,0.3395866,-0.080915287,0.821131647,-22,234,0.902046919,256
2323,model_2_322,conv2d_2/kernel,2,6,"(1, 1, 50, 37)",-0.38667053,0.38667053,-0.079319961,-26,1,-28,-0.085250196,0.911499977,0.9117,0,0,0.289084047,0.33961183,0.456784487,0.480505407,150,158,0.02372092,8
2324,model_2_323,conv2d_2/kernel,2,6,"(2, 0, 35, 47)",-0.441013336,0.441013336,0.1767409,51,5,19,0.065978373,0.91170001,0.9118,0.000200033,0.0001,0.28888464,0.33949476,-0.255299211,-0.03377413,-74,-10,0.221525073,64
2325,model_2_324,conv2d_2/kernel,2,6,"(0, 2, 25, 32)",-0.224391252,0.224391252,-0.090263374,-51,6,-115,-0.203188929,0.911499977,0.9117,0,0,0.289084047,0.33860594,0.144441545,0.370292634,82,210,0.225851089,128
2326,model_2_325,conv2d_2/kernel,2,6,"(1, 1, 52, 26)",-0.386336207,0.386336207,-0.004336988,-1,3,-9,-0.027378156,0.911599994,0.9117,0.000100017,0,0.289104432,0.3396162,-0.51031369,-0.418148994,-168,-136,0.092164695,32
2327,model_2_326,conv2d_2/kernel,2,6,"(2, 1, 27, 29)",-0.324492335,0.324492335,0.087248079,34,7,-94,-0.240175429,0.91140002,0.9114,-1.00E-04,-0.0003,0.288698643,0.34024042,0.084409229,1.066679716,33,417,0.982270479,384
2328,model_2_327,conv2d_2/kernel,2,6,"(2, 1, 56, 39)",-0.082864724,0.082864724,-0.061685693,-95,2,-91,-0.059375511,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.122608639,0.115678087,189,177,0.006930552,12
2329,model_2_328,conv2d_2/kernel,2,6,"(1, 1, 8, 95)",-0.569497585,0.569497585,0.125863448,28,6,92,0.412549432,0.911599994,0.9117,0.000100017,0,0.28908053,0.3406124,-0.538349628,-1.685093641,-119,-375,1.146744013,256
2330,model_2_329,conv2d_2/kernel,2,6,"(2, 2, 39, 1)",-0.084201954,0.084201954,0.04147223,63,7,-65,-0.043095488,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.099482223,0.069653213,-151,105,0.169135436,256
2331,model_2_330,conv2d_2/kernel,2,6,"(2, 1, 54, 45)",-0.095962949,0.095962949,-0.064760052,-86,1,-88,-0.066494012,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.114001304,0.11920318,151,157,0.005201876,6
2332,model_2_331,conv2d_2/kernel,2,6,"(0, 1, 44, 33)",-0.422532082,0.422532082,0.076473966,23,4,7,0.02328917,0.911499977,0.9117,0,0,0.288924813,0.33934352,-0.008247577,0.151306808,-3,45,0.159554392,48
2333,model_2_332,conv2d_2/kernel,2,6,"(2, 2, 51, 0)",-0.086870737,0.086870737,0.025387179,37,5,5,0.003420108,0.911499977,0.9117,0,0,0.28909108,0.3396423,-0.087080218,-0.043146074,-127,-63,0.043934144,64
2334,model_2_333,conv2d_2/kernel,2,6,"(2, 1, 60, 95)",-0.569497585,0.569497585,-0.17261602,-38,7,90,0.403580966,0.911499977,0.9117,0,0,0.289062023,0.33965084,0.535508275,-1.19308269,118,-266,1.728590965,384
2335,model_2_334,conv2d_2/kernel,2,6,"(0, 0, 28, 92)",-0.40504691,0.40504691,0.070569031,22,7,-106,-0.338070649,0.91140002,0.9115,-1.00E-04,-0.0002,0.289122045,0.33970314,-0.308045119,0.50923425,-96,160,0.817279339,256
2336,model_2_335,conv2d_2/kernel,2,6,"(2, 2, 45, 20)",-0.385225743,0.385225743,-0.045097455,-15,6,-79,-0.239628612,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.105438918,0.494501233,35,163,0.389062315,128
2337,model_2_336,conv2d_2/kernel,2,6,"(2, 2, 50, 25)",-0.4603405,0.4603405,0.069297895,19,3,27,0.097867665,0.911599994,0.9117,0.000100017,0,0.289016694,0.3395005,-0.287341863,-0.344481409,-79,-95,0.057139546,16
2338,model_2_337,conv2d_2/kernel,2,6,"(2, 1, 48, 3)",-0.364901483,0.364901483,0.115094431,40,0,41,0.117802841,0.911499977,0.9117,0,0,0.289073765,0.33961898,-0.08021193,-0.088337168,-28,-31,0.008125238,3
2339,model_2_338,conv2d_2/kernel,2,6,"(1, 0, 1, 71)",-0.416189581,0.416189581,-0.04666318,-14,7,114,0.373587498,0.91140002,0.9115,-1.00E-04,-0.0002,0.289093137,0.33973646,0.172989815,-1.087762237,51,-333,1.260752082,384
2340,model_2_339,conv2d_2/kernel,2,6,"(1, 2, 20, 67)",-0.446041793,0.446041793,-0.143718272,-41,2,-45,-0.158046304,0.911499977,0.9118,0,0.0001,0.289094031,0.339624,0.249767512,0.29275161,71,83,0.042984098,12
2341,model_2_340,conv2d_2/kernel,2,6,"(1, 2, 13, 45)",-0.095962949,0.095962949,-0.062132385,-82,7,46,0.034758234,0.911499977,0.9117,0,0,0.28909108,0.3396423,0.162326977,-0.128344879,214,-170,0.290671855,384
2342,model_2_341,conv2d_2/kernel,2,6,"(2, 1, 44, 20)",-0.385225743,0.385225743,-0.108040571,-36,3,-44,-0.133464037,0.911499977,0.9117,0,0,0.289109111,0.33965826,0.24356547,0.319835871,82,106,0.076270401,24
2343,model_2_342,conv2d_2/kernel,2,6,"(1, 1, 2, 85)",-0.424470544,0.424470544,0.099507257,30,4,14,0.046792028,0.911599994,0.9118,0.000100017,0.0001,0.289058864,0.34067163,-0.197284907,0.013576006,-60,4,0.210860908,64
2344,model_2_343,conv2d_2/kernel,2,6,"(0, 2, 5, 95)",-0.569497585,0.569497585,0.01961132,4,7,-124,-0.556044886,0.911499977,0.9118,0,0.0001,0.289111465,0.33966646,-0.115674332,1.035638094,-25,231,1.15131247,256
2345,model_2_344,conv2d_2/kernel,2,6,"(1, 0, 33, 93)",-0.473087877,0.473087877,0.045584694,12,4,28,0.104302839,0.911499977,0.9117,0,0,0.289164603,0.33972448,0.008796163,-0.167358279,3,-45,0.176154435,48
2346,model_2_345,conv2d_2/kernel,2,6,"(1, 2, 49, 15)",-0.448826492,0.448826492,0.045042273,13,6,77,0.272123149,0.911499977,0.9118,0,0.0001,0.288929075,0.3406137,-0.027650557,-0.708893239,-9,-201,0.681242704,192
2347,model_2_346,conv2d_2/kernel,2,6,"(2, 1, 58, 90)",-0.418090731,0.418090731,-0.004798136,-1,3,-9,-0.029628477,0.911499977,0.9117,0,0,0.289107949,0.33963984,-0.223404974,-0.148913965,-70,-46,0.074491009,24
2348,model_2_347,conv2d_2/kernel,2,6,"(2, 2, 19, 20)",-0.385225743,0.385225743,-0.261890382,-86,2,-82,-0.248728433,0.91140002,0.9116,-1.00E-04,-1.00E-04,0.289140046,0.33969265,0.3296175,0.303293616,108,100,0.026323885,8
