,name,layer_affected,kernel_index,layer_affected_index,position_disrupted,min_var,max_var,original_weight_value,quantized_value,bit_disrupted,flipped_quantized_value,flipped_weight_value,q_aware_accuracy,tflite_accuracy,q_aware_acc_degradation,tflite_acc_degradation,q_aware_loss,tflite_loss,original_laplacian,modified_laplacian,original_int_laplacian,modified_int_laplacian,abs_laplacian_diff,abs_int_laplacian_diff
830,model_0_829,conv2d/kernel,0,2,"(0, 1, 0, 20)",-0.263102025,0.263102025,0.007463323,4,6,68,0.140873525,0.91109997,0.9107,-0.000400007,-0.001,0.290637463,0.34788883,-0.42150563,-0.821736217,-205,-397,0.400230587,192
831,model_0_830,conv2d/kernel,0,2,"(4, 0, 0, 5)",-0.220885202,0.220885202,0.148882404,86,3,94,0.163489835,0.911599994,0.9118,0.000100017,0.0001,0.289168805,0.34264165,-0.083653666,-0.112868525,-49,-65,0.029214859,16
832,model_0_831,conv2d/kernel,0,2,"(3, 2, 0, 9)",-0.290123671,0.290123671,-0.085561439,-37,2,-33,-0.075386466,0.911599994,0.9114,0.000100017,-0.0003,0.288855612,0.34022823,0.546836734,0.506136835,238,222,0.040699899,16
833,model_0_832,conv2d/kernel,0,2,"(2, 1, 0, 23)",-0.235325426,0.235325426,-0.020226326,-11,0,-12,-0.022235473,0.91140002,0.9115,-1.00E-04,-0.0002,0.289361417,0.34053972,0.453970879,0.462007463,244,248,0.008036584,4
834,model_0_833,conv2d/kernel,0,2,"(3, 2, 0, 25)",-0.263781607,0.263781607,0.06533768,31,3,23,0.047771472,0.911599994,0.9117,0.000100017,0,0.288804114,0.3415522,-0.436595082,-0.366330236,-209,-177,0.070264846,32
835,model_0_834,conv2d/kernel,0,2,"(2, 1, 0, 0)",-0.418046981,0.418046981,0.130002007,39,1,37,0.121793215,0.911800027,0.9118,0.00030005,0.0001,0.289007455,0.3413876,-0.653171182,-0.620336056,-196,-188,0.032835126,8
836,model_0_835,conv2d/kernel,0,2,"(4, 2, 0, 29)",-0.171829075,0.171829075,-0.171646014,-127,4,-111,-0.150181317,0.912,0.9119,0.000500023,0.0002,0.289149761,0.3415513,0.358615518,0.294221431,265,217,0.064394087,48
837,model_0_836,conv2d/kernel,0,2,"(1, 2, 0, 28)",-0.337554872,0.337554872,-0.05479696,-21,3,-29,-0.077079459,0.911499977,0.9118,0,0.0001,0.288652956,0.34010142,-0.182134897,-0.093004897,-67,-35,0.089129999,32
838,model_0_837,conv2d/kernel,0,2,"(4, 0, 0, 11)",-0.262992531,0.262992531,0.030257473,15,6,79,0.163593779,0.911199987,0.911,-0.00029999,-0.0007,0.288320512,0.34298727,-0.39820528,-0.664877892,-193,-321,0.266672611,128
839,model_0_838,conv2d/kernel,0,2,"(1, 1, 0, 10)",-1.858117223,1.858117223,-1.858564377,-127,0,-128,-1.872748067,0.911499977,0.9117,0,0,0.28909108,0.3396423,3.4377985,3.494533062,236,240,0.056734562,4
840,model_0_839,conv2d/kernel,0,2,"(4, 4, 0, 12)",-0.795537233,0.795537233,-0.129269838,-21,1,-23,-0.144073672,0.911800027,0.9119,0.00030005,0.0002,0.289148748,0.34086347,0.148646027,0.17825368,25,29,0.029607654,4
841,model_0_840,conv2d/kernel,0,2,"(0, 3, 0, 20)",-0.263102025,0.263102025,0.256921589,124,7,-4,-0.008286678,0.91170001,0.9121,0.000200033,0.0004,0.285730422,0.3358428,-0.448688358,0.346936464,-217,167,0.795624852,384
842,model_0_841,conv2d/kernel,0,2,"(0, 4, 0, 29)",-0.171829075,0.171829075,-0.009153804,-7,3,-15,-0.020294773,0.91140002,0.912,-1.00E-04,0.0003,0.289329678,0.3438062,0.249168277,0.271450222,184,200,0.022281945,16
843,model_0_842,conv2d/kernel,0,2,"(3, 4, 0, 24)",-0.3867037,0.3867037,0.12141256,40,4,56,0.170515017,0.912,0.9121,0.000500023,0.0004,0.289542735,0.34109583,-0.077918515,-0.225225881,-26,-74,0.147307366,48
844,model_0_843,conv2d/kernel,0,2,"(3, 3, 0, 18)",-1.18043077,1.18043077,0.128872797,14,6,78,0.724988977,0.910099983,0.9102,-0.001399994,-0.0015,0.294813514,0.35147926,-0.295269966,-2.679734707,-32,-288,2.384464741,256
845,model_0_844,conv2d/kernel,0,2,"(1, 0, 0, 29)",-0.171829075,0.171829075,0.075775877,56,0,57,0.077120136,0.911300004,0.9116,-0.000199974,-1.00E-04,0.289040148,0.34063902,-0.230565727,-0.234598488,-171,-174,0.004032761,3
846,model_0_845,conv2d/kernel,0,2,"(2, 3, 0, 20)",-0.263102025,0.263102025,-0.134248644,-65,6,-1,-0.002071669,0.91140002,0.9112,-1.00E-04,-0.0005,0.292627841,0.34924814,0.458201528,-0.070506364,222,-34,0.528707862,256
847,model_0_846,conv2d/kernel,0,2,"(2, 1, 0, 4)",-0.27436161,0.27436161,-0.12074405,-56,1,-54,-0.116657693,0.912199974,0.9123,0.000699997,0.0006,0.289244086,0.34287286,0.269826353,0.253480911,125,117,0.016345441,8
848,model_0_847,conv2d/kernel,0,2,"(0, 3, 0, 27)",-0.258021235,0.258021235,-0.090303645,-44,2,-48,-0.097519837,0.911899984,0.9119,0.000400007,0.0002,0.289660841,0.34187874,0.303172618,0.324821174,148,160,0.021648556,12
849,model_0_848,conv2d/kernel,0,2,"(1, 2, 0, 2)",-0.196166009,0.196166009,-0.03137283,-20,1,-18,-0.027803056,0.911599994,0.9116,0.000100017,-1.00E-04,0.28914848,0.34062737,0.110528491,0.096249394,70,62,0.014279097,8
850,model_0_849,conv2d/kernel,0,2,"(0, 0, 0, 25)",-0.263781607,0.263781607,0.136540696,66,6,2,0.004154041,0.912,0.9121,0.000500023,0.0004,0.286811024,0.34017178,-0.00611721,0.258656085,-4,124,0.264773309,128
851,model_0_850,conv2d/kernel,0,2,"(0, 2, 0, 6)",-0.326976389,0.326976389,0.204857424,80,1,82,0.211118613,0.911499977,0.9118,0,0.0001,0.289415717,0.3404351,-0.440912306,-0.459695816,-172,-178,0.01878351,6
852,model_0_851,conv2d/kernel,0,2,"(3, 1, 0, 6)",-0.326976389,0.326976389,0.059073143,23,2,19,0.048917727,0.911800027,0.912,0.00030005,0.0003,0.289242536,0.34158152,-0.004011124,0.036610544,-2,14,0.040621668,16
853,model_0_852,conv2d/kernel,0,2,"(0, 3, 0, 27)",-0.258021235,0.258021235,-0.090303645,-44,2,-48,-0.097519837,0.911899984,0.9119,0.000400007,0.0002,0.289660841,0.34187874,0.303172618,0.324821174,148,160,0.021648556,12
854,model_0_853,conv2d/kernel,0,2,"(3, 1, 0, 21)",-0.256146193,0.256146193,0.10531643,52,4,36,0.07260837,0.912400007,0.9125,0.00090003,0.0008,0.289143056,0.3392802,-0.146108657,-0.015276406,-71,-7,0.130832255,64
855,model_0_854,conv2d/kernel,0,2,"(3, 3, 0, 28)",-0.337554872,0.337554872,-0.028802421,-11,5,-43,-0.114290232,0.912699997,0.913,0.00120002,0.0013,0.289353788,0.34317467,0.055918761,0.397870004,22,150,0.341951251,128
856,model_0_855,conv2d/kernel,0,2,"(4, 2, 0, 27)",-0.258021235,0.258021235,-0.106633469,-52,3,-60,-0.121899796,0.911599994,0.9116,0.000100017,-1.00E-04,0.289475352,0.34154317,0.125992626,0.171791613,60,84,0.045798987,24
857,model_0_856,conv2d/kernel,0,2,"(0, 1, 0, 9)",-0.290123671,0.290123671,0.055334646,24,4,8,0.018275507,0.911199987,0.9113,-0.00029999,-0.0004,0.290466011,0.34480855,-0.164369717,-0.053192299,-72,-24,0.111177415,48
858,model_0_857,conv2d/kernel,0,2,"(0, 3, 0, 4)",-0.27436161,0.27436161,-0.05994866,-28,3,-20,-0.043206553,0.911899984,0.912,0.000400007,0.0003,0.288781106,0.34242442,0.34843874,0.298212439,162,138,0.050226301,24
859,model_0_858,conv2d/kernel,0,2,"(0, 2, 0, 28)",-0.337554872,0.337554872,-0.268948048,-101,3,-109,-0.289712449,0.912400007,0.9124,0.00090003,0.0007,0.288760781,0.34136754,0.625338078,0.687631249,235,259,0.062293172,24
860,model_0_859,conv2d/kernel,0,2,"(1, 1, 0, 11)",-0.262992531,0.262992531,-0.20053491,-97,4,-113,-0.234001228,0.912400007,0.9125,0.00090003,0.0008,0.288864076,0.34080625,0.690169632,0.82403487,334,398,0.133865237,64
861,model_0_860,conv2d/kernel,0,2,"(1, 4, 0, 26)",-0.130111679,0.130111679,0.0273028,27,0,26,0.026637037,0.911899984,0.9118,0.000400007,0.0001,0.289344817,0.34063262,0.111334771,0.113332056,108,111,0.001997285,3
862,model_0_861,conv2d/kernel,0,2,"(4, 2, 0, 17)",-0.354993403,0.354993403,0.054191288,19,5,51,0.142556406,0.910899997,0.9111,-0.00059998,-0.0006,0.289281607,0.3387846,-0.48263514,-0.747730494,-171,-267,0.265095353,96
863,model_0_862,conv2d/kernel,0,2,"(3, 2, 0, 16)",-0.330264807,0.330264807,0.060427722,23,0,22,0.057211226,0.912400007,0.9121,0.00090003,0.0004,0.288881391,0.3402651,0.330746531,0.343612492,129,133,0.012865961,4
864,model_0_863,conv2d/kernel,0,2,"(0, 2, 0, 10)",-1.858117223,1.858117223,-0.461836785,-32,0,-31,-0.453556172,0.911499977,0.9117,0,0,0.289123654,0.3406662,-1.178671122,-1.203512907,-79,-82,0.024841785,3
865,model_0_864,conv2d/kernel,0,2,"(0, 0, 0, 25)",-0.263781607,0.263781607,0.136540696,66,2,70,0.145391437,0.911800027,0.9121,0.00030005,0.0004,0.289565533,0.34073412,-0.00611721,-0.023818687,-4,-12,0.017701477,8
866,model_0_865,conv2d/kernel,0,2,"(0, 2, 0, 18)",-1.18043077,1.18043077,-0.481047004,-52,1,-50,-0.464736524,0.91170001,0.9121,0.000200033,0.0004,0.289160252,0.33957183,-0.235636413,-0.284567863,-25,-31,0.04893145,6
867,model_0_866,conv2d/kernel,0,2,"(4, 3, 0, 20)",-0.263102025,0.263102025,-0.00475322,-2,1,-4,-0.008286678,0.91170001,0.9123,0.000200033,0.0006,0.289498389,0.3397066,-0.126923054,-0.116322681,-62,-56,0.010600373,6
