,reference,layer_name,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
1072,2023/10/23 09:19:08,conv2d/,1,0,0.9143,-0.00029999999999996696,0.3894433
1073,2023/10/23 09:19:09,conv2d/,1,1,0.9146,-0.0005999999999999339,0.38972172
1074,2023/10/23 09:19:11,conv2d/,1,2,0.914,0.0,0.38935423
1075,2023/10/23 09:19:13,conv2d/,1,3,0.9142,-0.00019999999999997797,0.39139503
1076,2023/10/23 09:19:14,conv2d/,1,4,0.9144,-0.00039999999999995595,0.39089337
1077,2023/10/23 09:19:16,conv2d/,1,5,0.9133,0.0007000000000000339,0.39102077
1078,2023/10/23 09:19:18,conv2d/,1,6,0.9124,0.0016000000000000458,0.39812592
1079,2023/10/23 09:19:19,conv2d/,1,7,0.913,0.0010000000000000009,0.39436626
1080,2023/10/23 09:19:21,conv2d/,1,0,0.9139,9.999999999998899e-05,0.38969854
1081,2023/10/23 09:19:22,conv2d/,1,1,0.9137,0.000300000000000078,0.3901591
1082,2023/10/23 09:19:24,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38724235
1083,2023/10/23 09:19:26,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38748848
1084,2023/10/23 09:19:27,conv2d/,1,4,0.9142,-0.00019999999999997797,0.39078122
1085,2023/10/23 09:19:29,conv2d/,1,5,0.912,0.0020000000000000018,0.38771662
1086,2023/10/23 09:19:31,conv2d/,1,6,0.9132,0.0008000000000000229,0.39609748
1087,2023/10/23 09:19:32,conv2d/,1,7,0.9126,0.0014000000000000679,0.38396674
1088,2023/10/23 09:19:34,conv2d/,1,0,0.9137,0.000300000000000078,0.3892086
1089,2023/10/23 09:19:35,conv2d/,1,1,0.9145,-0.0004999999999999449,0.39068788
1090,2023/10/23 09:19:37,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38947627
1091,2023/10/23 09:19:39,conv2d/,1,3,0.9146,-0.0005999999999999339,0.3889428
1092,2023/10/23 09:19:40,conv2d/,1,4,0.9138,0.000200000000000089,0.38988653
1093,2023/10/23 09:19:42,conv2d/,1,5,0.9131,0.0009000000000000119,0.39366615
1094,2023/10/23 09:19:44,conv2d/,1,6,0.9122,0.0018000000000000238,0.398126
1095,2023/10/23 09:19:45,conv2d/,1,7,0.9135,0.000500000000000056,0.389228
1096,2023/10/23 09:19:47,conv2d/,1,0,0.9143,-0.00029999999999996696,0.3895737
1097,2023/10/23 09:19:48,conv2d/,1,1,0.9138,0.000200000000000089,0.38850573
1098,2023/10/23 09:19:50,conv2d/,1,2,0.9137,0.000300000000000078,0.38991413
1099,2023/10/23 09:19:52,conv2d/,1,3,0.9142,-0.00019999999999997797,0.38851613
1100,2023/10/23 09:19:53,conv2d/,1,4,0.9142,-0.00019999999999997797,0.3896358
1101,2023/10/23 09:19:55,conv2d/,1,5,0.911,0.0030000000000000027,0.40360796
1102,2023/10/23 09:19:57,conv2d/,1,6,0.9134,0.0006000000000000449,0.39907408
1103,2023/10/23 09:19:58,conv2d/,1,7,0.9121,0.0019000000000000128,0.3910235
1104,2023/10/23 09:20:00,conv2d/,1,0,0.9137,0.000300000000000078,0.389898
1105,2023/10/23 09:20:01,conv2d/,1,1,0.9148,-0.0007999999999999119,0.38904428
1106,2023/10/23 09:20:03,conv2d/,1,2,0.9148,-0.0007999999999999119,0.38957518
1107,2023/10/23 09:20:05,conv2d/,1,3,0.9147,-0.0006999999999999229,0.38831732
1108,2023/10/23 09:20:06,conv2d/,1,4,0.9139,9.999999999998899e-05,0.38941544
1109,2023/10/23 09:20:08,conv2d/,1,5,0.9144,-0.00039999999999995595,0.3924579
1110,2023/10/23 09:20:10,conv2d/,1,6,0.9138,0.000200000000000089,0.38869628
1111,2023/10/23 09:20:11,conv2d/,1,7,0.9112,0.0028000000000000247,0.38940477
1112,2023/10/23 09:20:13,conv2d/,1,0,0.914,0.0,0.38766378
1113,2023/10/23 09:20:14,conv2d/,1,1,0.9139,9.999999999998899e-05,0.39103723
1114,2023/10/23 09:20:16,conv2d/,1,2,0.9146,-0.0005999999999999339,0.39113158
1115,2023/10/23 09:20:18,conv2d/,1,3,0.914,0.0,0.38907376
1116,2023/10/23 09:20:19,conv2d/,1,4,0.9135,0.000500000000000056,0.38845834
1117,2023/10/23 09:20:21,conv2d/,1,5,0.9134,0.0006000000000000449,0.38721764
1118,2023/10/23 09:20:23,conv2d/,1,6,0.9142,-0.00019999999999997797,0.39309806
1119,2023/10/23 09:20:24,conv2d/,1,7,0.9134,0.0006000000000000449,0.38833448
1120,2023/10/23 09:20:26,conv2d/,1,0,0.9145,-0.0004999999999999449,0.38859943
1121,2023/10/23 09:20:27,conv2d/,1,1,0.914,0.0,0.3906741
1122,2023/10/23 09:20:29,conv2d/,1,2,0.914,0.0,0.3903859
1123,2023/10/23 09:20:31,conv2d/,1,3,0.9131,0.0009000000000000119,0.39183578
1124,2023/10/23 09:20:32,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38705114
1125,2023/10/23 09:20:34,conv2d/,1,5,0.9137,0.000300000000000078,0.38769484
1126,2023/10/23 09:20:36,conv2d/,1,6,0.9137,0.000300000000000078,0.38984808
1127,2023/10/23 09:20:37,conv2d/,1,7,0.9015,0.012500000000000067,0.4777306
1128,2023/10/23 09:20:39,conv2d/,1,0,0.9139,9.999999999998899e-05,0.39078426
1129,2023/10/23 09:20:40,conv2d/,1,1,0.9143,-0.00029999999999996696,0.38965118
1130,2023/10/23 09:20:42,conv2d/,1,2,0.9144,-0.00039999999999995595,0.3859207
1131,2023/10/23 09:20:44,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38908252
1132,2023/10/23 09:20:45,conv2d/,1,4,0.9131,0.0009000000000000119,0.39166424
1133,2023/10/23 09:20:47,conv2d/,1,5,0.9137,0.000300000000000078,0.38854307
1134,2023/10/23 09:20:49,conv2d/,1,6,0.9126,0.0014000000000000679,0.3924626
1135,2023/10/23 09:20:50,conv2d/,1,7,0.9116,0.0024000000000000687,0.38842735
1136,2023/10/23 09:20:52,conv2d/,1,0,0.9138,0.000200000000000089,0.38756308
1137,2023/10/23 09:20:53,conv2d/,1,1,0.9137,0.000300000000000078,0.39197364
1138,2023/10/23 09:20:55,conv2d/,1,2,0.9143,-0.00029999999999996696,0.38761008
1139,2023/10/23 09:20:57,conv2d/,1,3,0.9144,-0.00039999999999995595,0.38828477
1140,2023/10/23 09:20:58,conv2d/,1,4,0.9138,0.000200000000000089,0.39067072
1141,2023/10/23 09:21:00,conv2d/,1,5,0.9137,0.000300000000000078,0.39081874
1142,2023/10/23 09:21:02,conv2d/,1,6,0.9142,-0.00019999999999997797,0.3881726
1143,2023/10/23 09:21:03,conv2d/,1,7,0.9122,0.0018000000000000238,0.38934305
1144,2023/10/23 09:21:05,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.3906339
1145,2023/10/23 09:21:06,conv2d/,1,1,0.9142,-0.00019999999999997797,0.38948596
1146,2023/10/23 09:21:08,conv2d/,1,2,0.9137,0.000300000000000078,0.38741255
1147,2023/10/23 09:21:10,conv2d/,1,3,0.9134,0.0006000000000000449,0.3884
1148,2023/10/23 09:21:11,conv2d/,1,4,0.9136,0.00040000000000006697,0.39082927
1149,2023/10/23 09:21:13,conv2d/,1,5,0.9133,0.0007000000000000339,0.3901888
1150,2023/10/23 09:21:14,conv2d/,1,6,0.9142,-0.00019999999999997797,0.38702697
1151,2023/10/23 09:21:16,conv2d/,1,7,0.9109,0.0030999999999999917,0.4205352
1152,2023/10/23 09:21:18,conv2d/,1,0,0.9138,0.000200000000000089,0.39107773
1153,2023/10/23 09:21:19,conv2d/,1,1,0.9145,-0.0004999999999999449,0.38932163
1154,2023/10/23 09:21:21,conv2d/,1,2,0.9144,-0.00039999999999995595,0.38853255
1155,2023/10/23 09:21:22,conv2d/,1,3,0.9145,-0.0004999999999999449,0.3868273
1156,2023/10/23 09:21:24,conv2d/,1,4,0.9137,0.000300000000000078,0.39207873
1157,2023/10/23 09:21:26,conv2d/,1,5,0.9142,-0.00019999999999997797,0.38786772
1158,2023/10/23 09:21:27,conv2d/,1,6,0.9135,0.000500000000000056,0.38408905
1159,2023/10/23 09:21:29,conv2d/,1,7,0.9129,0.0010999999999999899,0.3879884
1160,2023/10/23 09:21:31,conv2d/,1,0,0.9138,0.000200000000000089,0.39195344
1161,2023/10/23 09:21:32,conv2d/,1,1,0.9139,9.999999999998899e-05,0.3896708
1162,2023/10/23 09:21:34,conv2d/,1,2,0.914,0.0,0.3908328
1163,2023/10/23 09:21:35,conv2d/,1,3,0.9145,-0.0004999999999999449,0.39041212
1164,2023/10/23 09:21:37,conv2d/,1,4,0.9143,-0.00029999999999996696,0.39314222
1165,2023/10/23 09:21:39,conv2d/,1,5,0.9138,0.000200000000000089,0.3881607
1166,2023/10/23 09:21:40,conv2d/,1,6,0.9128,0.0012000000000000899,0.3920074
1167,2023/10/23 09:21:42,conv2d/,1,7,0.913,0.0010000000000000009,0.38151547
1168,2023/10/23 09:21:43,conv2d/,1,0,0.9136,0.00040000000000006697,0.38743472
1169,2023/10/23 09:21:45,conv2d/,1,1,0.9139,9.999999999998899e-05,0.39107195
1170,2023/10/23 09:21:47,conv2d/,1,2,0.9148,-0.0007999999999999119,0.38913032
1171,2023/10/23 09:21:48,conv2d/,1,3,0.9143,-0.00029999999999996696,0.3880221
1172,2023/10/23 09:21:50,conv2d/,1,4,0.914,0.0,0.38972956
1173,2023/10/23 09:21:52,conv2d/,1,5,0.9145,-0.0004999999999999449,0.39343172
1174,2023/10/23 09:21:53,conv2d/,1,6,0.9135,0.000500000000000056,0.39352655
1175,2023/10/23 09:21:55,conv2d/,1,7,0.912,0.0020000000000000018,0.4090529
1176,2023/10/23 09:21:56,conv2d/,1,0,0.914,0.0,0.3915056
1177,2023/10/23 09:21:58,conv2d/,1,1,0.9138,0.000200000000000089,0.38928115
1178,2023/10/23 09:22:00,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38882467
1179,2023/10/23 09:22:01,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38762644
1180,2023/10/23 09:22:03,conv2d/,1,4,0.9136,0.00040000000000006697,0.3909124
1181,2023/10/23 09:22:04,conv2d/,1,5,0.914,0.0,0.38955572
1182,2023/10/23 09:22:06,conv2d/,1,6,0.9131,0.0009000000000000119,0.39415053
1183,2023/10/23 09:22:08,conv2d/,1,7,0.9064,0.007600000000000051,0.39867
1184,2023/10/23 09:22:09,conv2d/,1,0,0.914,0.0,0.3897481
1185,2023/10/23 09:22:11,conv2d/,1,1,0.9138,0.000200000000000089,0.3887771
1186,2023/10/23 09:22:12,conv2d/,1,2,0.9138,0.000200000000000089,0.3886751
1187,2023/10/23 09:22:14,conv2d/,1,3,0.9144,-0.00039999999999995595,0.38982162
1188,2023/10/23 09:22:16,conv2d/,1,4,0.914,0.0,0.39108938
1189,2023/10/23 09:22:17,conv2d/,1,5,0.9137,0.000300000000000078,0.3827868
1190,2023/10/23 09:22:19,conv2d/,1,6,0.9129,0.0010999999999999899,0.3873944
1191,2023/10/23 09:22:21,conv2d/,1,7,0.912,0.0020000000000000018,0.3878508
1192,2023/10/23 09:22:22,conv2d/,1,0,0.9142,-0.00019999999999997797,0.3904168
1193,2023/10/23 09:22:24,conv2d/,1,1,0.9139,9.999999999998899e-05,0.390426
1194,2023/10/23 09:22:25,conv2d/,1,2,0.9148,-0.0007999999999999119,0.38913032
1195,2023/10/23 09:22:27,conv2d/,1,3,0.9142,-0.00019999999999997797,0.38953722
1196,2023/10/23 09:22:29,conv2d/,1,4,0.9143,-0.00029999999999996696,0.39063892
1197,2023/10/23 09:22:30,conv2d/,1,5,0.9122,0.0018000000000000238,0.3876228
1198,2023/10/23 09:22:32,conv2d/,1,6,0.9124,0.0016000000000000458,0.39831606
1199,2023/10/23 09:22:33,conv2d/,1,7,0.9123,0.0017000000000000348,0.3993854
1200,2023/10/23 09:22:35,conv2d/,1,0,0.9139,9.999999999998899e-05,0.38960367
1201,2023/10/23 09:22:37,conv2d/,1,1,0.9142,-0.00019999999999997797,0.38847318
1202,2023/10/23 09:22:38,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.38826928
1203,2023/10/23 09:22:40,conv2d/,1,3,0.914,0.0,0.38912636
1204,2023/10/23 09:22:41,conv2d/,1,4,0.9146,-0.0005999999999999339,0.3885235
1205,2023/10/23 09:22:43,conv2d/,1,5,0.9138,0.000200000000000089,0.39431742
1206,2023/10/23 09:22:45,conv2d/,1,6,0.9133,0.0007000000000000339,0.39442348
1207,2023/10/23 09:22:46,conv2d/,1,7,0.9124,0.0016000000000000458,0.381475
1208,2023/10/23 09:22:48,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.3884927
1209,2023/10/23 09:22:50,conv2d/,1,1,0.9139,9.999999999998899e-05,0.38922343
1210,2023/10/23 09:22:51,conv2d/,1,2,0.9136,0.00040000000000006697,0.38785556
1211,2023/10/23 09:22:53,conv2d/,1,3,0.9145,-0.0004999999999999449,0.38943076
1212,2023/10/23 09:22:54,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38958856
1213,2023/10/23 09:22:56,conv2d/,1,5,0.9133,0.0007000000000000339,0.38707712
1214,2023/10/23 09:22:58,conv2d/,1,6,0.914,0.0,0.39187422
1215,2023/10/23 09:22:59,conv2d/,1,7,0.9135,0.000500000000000056,0.38877705
1216,2023/10/23 09:23:01,conv2d/,1,0,0.9138,0.000200000000000089,0.39072227
1217,2023/10/23 09:23:02,conv2d/,1,1,0.9145,-0.0004999999999999449,0.3893668
1218,2023/10/23 09:23:04,conv2d/,1,2,0.9133,0.0007000000000000339,0.3898015
1219,2023/10/23 09:23:06,conv2d/,1,3,0.9142,-0.00019999999999997797,0.39152506
1220,2023/10/23 09:23:07,conv2d/,1,4,0.9144,-0.00039999999999995595,0.3934641
1221,2023/10/23 09:23:09,conv2d/,1,5,0.9138,0.000200000000000089,0.3900628
1222,2023/10/23 09:23:10,conv2d/,1,6,0.9132,0.0008000000000000229,0.39050633
1223,2023/10/23 09:23:12,conv2d/,1,7,0.9127,0.0013000000000000789,0.41001025
1224,2023/10/23 09:23:14,conv2d/,1,0,0.9144,-0.00039999999999995595,0.38804555
1225,2023/10/23 09:23:15,conv2d/,1,1,0.9138,0.000200000000000089,0.39045176
1226,2023/10/23 09:23:17,conv2d/,1,2,0.914,0.0,0.3883675
1227,2023/10/23 09:23:18,conv2d/,1,3,0.914,0.0,0.3910037
1228,2023/10/23 09:23:20,conv2d/,1,4,0.9139,9.999999999998899e-05,0.3872715
1229,2023/10/23 09:23:22,conv2d/,1,5,0.9144,-0.00039999999999995595,0.38702813
1230,2023/10/23 09:23:23,conv2d/,1,6,0.9137,0.000300000000000078,0.39442816
1231,2023/10/23 09:23:25,conv2d/,1,7,0.9128,0.0012000000000000899,0.37846044
1232,2023/10/23 09:23:27,conv2d/,1,0,0.9139,9.999999999998899e-05,0.38932955
1233,2023/10/23 09:23:28,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.38734636
1234,2023/10/23 09:23:30,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38985246
1235,2023/10/23 09:23:31,conv2d/,1,3,0.9151,-0.0010999999999999899,0.38658834
1236,2023/10/23 09:23:33,conv2d/,1,4,0.9135,0.000500000000000056,0.39080897
1237,2023/10/23 09:23:35,conv2d/,1,5,0.9135,0.000500000000000056,0.3939844
1238,2023/10/23 09:23:36,conv2d/,1,6,0.9137,0.000300000000000078,0.38424027
1239,2023/10/23 09:23:38,conv2d/,1,7,0.9125,0.0015000000000000568,0.38747564
1240,2023/10/23 09:23:39,conv2d/,1,0,0.914,0.0,0.38935536
1241,2023/10/23 09:23:41,conv2d/,1,1,0.9145,-0.0004999999999999449,0.3884933
1242,2023/10/23 09:23:43,conv2d/,1,2,0.9142,-0.00019999999999997797,0.3896709
1243,2023/10/23 09:23:44,conv2d/,1,3,0.9138,0.000200000000000089,0.38952658
1244,2023/10/23 09:23:46,conv2d/,1,4,0.9139,9.999999999998899e-05,0.38875756
1245,2023/10/23 09:23:47,conv2d/,1,5,0.9143,-0.00029999999999996696,0.39006343
1246,2023/10/23 09:23:49,conv2d/,1,6,0.9142,-0.00019999999999997797,0.39020067
1247,2023/10/23 09:23:51,conv2d/,1,7,0.9134,0.0006000000000000449,0.39037746
1248,2023/10/23 09:23:52,conv2d/,1,0,0.9147,-0.0006999999999999229,0.3895991
1249,2023/10/23 09:23:54,conv2d/,1,1,0.9139,9.999999999998899e-05,0.3913611
1250,2023/10/23 09:23:56,conv2d/,1,2,0.9143,-0.00029999999999996696,0.38761008
1251,2023/10/23 09:23:57,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38940734
1252,2023/10/23 09:23:59,conv2d/,1,4,0.9136,0.00040000000000006697,0.3863695
1253,2023/10/23 09:24:00,conv2d/,1,5,0.913,0.0010000000000000009,0.39382237
1254,2023/10/23 09:24:02,conv2d/,1,6,0.914,0.0,0.38163158
1255,2023/10/23 09:24:04,conv2d/,1,7,0.9078,0.006199999999999983,0.40780404
1256,2023/10/23 09:24:05,conv2d/,1,0,0.914,0.0,0.39065072
1257,2023/10/23 09:24:07,conv2d/,1,1,0.9144,-0.00039999999999995595,0.38829458
1258,2023/10/23 09:24:08,conv2d/,1,2,0.9135,0.000500000000000056,0.38849625
1259,2023/10/23 09:24:10,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38995153
1260,2023/10/23 09:24:12,conv2d/,1,4,0.9131,0.0009000000000000119,0.38907412
1261,2023/10/23 09:24:13,conv2d/,1,5,0.9133,0.0007000000000000339,0.38721088
1262,2023/10/23 09:24:15,conv2d/,1,6,0.914,0.0,0.38555735
1263,2023/10/23 09:24:16,conv2d/,1,7,0.9117,0.0023000000000000798,0.39153945
1264,2023/10/23 09:24:18,conv2d/,1,0,0.914,0.0,0.38846025
1265,2023/10/23 09:24:20,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.38917643
1266,2023/10/23 09:24:21,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.39085302
1267,2023/10/23 09:24:23,conv2d/,1,3,0.9142,-0.00019999999999997797,0.38962087
1268,2023/10/23 09:24:25,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38688213
1269,2023/10/23 09:24:26,conv2d/,1,5,0.9133,0.0007000000000000339,0.39101306
1270,2023/10/23 09:24:28,conv2d/,1,6,0.9135,0.000500000000000056,0.39205265
1271,2023/10/23 09:24:29,conv2d/,1,7,0.912,0.0020000000000000018,0.39115617
1272,2023/10/23 09:24:31,conv2d/,1,0,0.9141,-9.999999999998899e-05,0.389566
1273,2023/10/23 09:24:33,conv2d/,1,1,0.9142,-0.00019999999999997797,0.3897726
1274,2023/10/23 09:24:34,conv2d/,1,2,0.9141,-9.999999999998899e-05,0.38974375
1275,2023/10/23 09:24:36,conv2d/,1,3,0.9139,9.999999999998899e-05,0.38851583
1276,2023/10/23 09:24:37,conv2d/,1,4,0.9131,0.0009000000000000119,0.38843033
1277,2023/10/23 09:24:39,conv2d/,1,5,0.9146,-0.0005999999999999339,0.3879965
1278,2023/10/23 09:24:41,conv2d/,1,6,0.9129,0.0010999999999999899,0.3873944
1279,2023/10/23 09:24:42,conv2d/,1,7,0.9125,0.0015000000000000568,0.39153185
1280,2023/10/23 09:24:44,conv2d/,1,0,0.9145,-0.0004999999999999449,0.39155278
1281,2023/10/23 09:24:45,conv2d/,1,1,0.9143,-0.00029999999999996696,0.38921207
1282,2023/10/23 09:24:47,conv2d/,1,2,0.9137,0.000300000000000078,0.39096332
1283,2023/10/23 09:24:49,conv2d/,1,3,0.9136,0.00040000000000006697,0.39084554
1284,2023/10/23 09:24:50,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38993087
1285,2023/10/23 09:24:52,conv2d/,1,5,0.9124,0.0016000000000000458,0.39231113
1286,2023/10/23 09:24:53,conv2d/,1,6,0.9141,-9.999999999998899e-05,0.39066455
1287,2023/10/23 09:24:55,conv2d/,1,7,0.9131,0.0009000000000000119,0.3924167
1288,2023/10/23 09:24:57,conv2d/,1,0,0.9137,0.000300000000000078,0.38993302
1289,2023/10/23 09:24:58,conv2d/,1,1,0.9138,0.000200000000000089,0.38829815
1290,2023/10/23 09:25:00,conv2d/,1,2,0.9147,-0.0006999999999999229,0.38941193
1291,2023/10/23 09:25:02,conv2d/,1,3,0.9137,0.000300000000000078,0.39145663
1292,2023/10/23 09:25:03,conv2d/,1,4,0.9145,-0.0004999999999999449,0.3898266
1293,2023/10/23 09:25:05,conv2d/,1,5,0.9137,0.000300000000000078,0.38267413
1294,2023/10/23 09:25:06,conv2d/,1,6,0.9137,0.000300000000000078,0.3881492
1295,2023/10/23 09:25:08,conv2d/,1,7,0.9127,0.0013000000000000789,0.39009082
1296,2023/10/23 09:25:10,conv2d/,1,0,0.9134,0.0006000000000000449,0.38956368
1297,2023/10/23 09:25:11,conv2d/,1,1,0.9138,0.000200000000000089,0.38923234
1298,2023/10/23 09:25:13,conv2d/,1,2,0.9137,0.000300000000000078,0.38715953
1299,2023/10/23 09:25:14,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.3921197
1300,2023/10/23 09:25:16,conv2d/,1,4,0.9145,-0.0004999999999999449,0.3889418
1301,2023/10/23 09:25:18,conv2d/,1,5,0.9145,-0.0004999999999999449,0.38844243
1302,2023/10/23 09:25:19,conv2d/,1,6,0.9133,0.0007000000000000339,0.38379112
1303,2023/10/23 09:25:21,conv2d/,1,7,0.9136,0.00040000000000006697,0.3912292
1304,2023/10/23 09:25:22,conv2d/,1,0,0.914,0.0,0.3903585
1305,2023/10/23 09:25:24,conv2d/,1,1,0.9138,0.000200000000000089,0.3907459
1306,2023/10/23 09:25:26,conv2d/,1,2,0.9136,0.00040000000000006697,0.38857964
1307,2023/10/23 09:25:27,conv2d/,1,3,0.9137,0.000300000000000078,0.39064372
1308,2023/10/23 09:25:29,conv2d/,1,4,0.9138,0.000200000000000089,0.39043677
1309,2023/10/23 09:25:30,conv2d/,1,5,0.913,0.0010000000000000009,0.3884581
1310,2023/10/23 09:25:32,conv2d/,1,6,0.9142,-0.00019999999999997797,0.38452065
1311,2023/10/23 09:25:34,conv2d/,1,7,0.9109,0.0030999999999999917,0.3971856
1312,2023/10/23 09:25:35,conv2d/,1,0,0.9143,-0.00029999999999996696,0.39047363
1313,2023/10/23 09:25:37,conv2d/,1,1,0.9143,-0.00029999999999996696,0.389362
1314,2023/10/23 09:25:39,conv2d/,1,2,0.9139,9.999999999998899e-05,0.389579
1315,2023/10/23 09:25:40,conv2d/,1,3,0.9138,0.000200000000000089,0.39062738
1316,2023/10/23 09:25:42,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.38930142
1317,2023/10/23 09:25:43,conv2d/,1,5,0.9139,9.999999999998899e-05,0.39148727
1318,2023/10/23 09:25:45,conv2d/,1,6,0.9142,-0.00019999999999997797,0.39086258
1319,2023/10/23 09:25:47,conv2d/,1,7,0.9109,0.0030999999999999917,0.396282
1320,2023/10/23 09:25:48,conv2d/,1,0,0.9136,0.00040000000000006697,0.39041865
1321,2023/10/23 09:25:50,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.38883632
1322,2023/10/23 09:25:51,conv2d/,1,2,0.9145,-0.0004999999999999449,0.39140087
1323,2023/10/23 09:25:53,conv2d/,1,3,0.9139,9.999999999998899e-05,0.38816455
1324,2023/10/23 09:25:55,conv2d/,1,4,0.9144,-0.00039999999999995595,0.3903496
1325,2023/10/23 09:25:56,conv2d/,1,5,0.913,0.0010000000000000009,0.3919636
1326,2023/10/23 09:25:58,conv2d/,1,6,0.9134,0.0006000000000000449,0.38699156
1327,2023/10/23 09:25:59,conv2d/,1,7,0.9119,0.0020999999999999908,0.38442338
1328,2023/10/23 09:26:01,conv2d/,1,0,0.9143,-0.00029999999999996696,0.38934043
1329,2023/10/23 09:26:03,conv2d/,1,1,0.9135,0.000500000000000056,0.3895859
1330,2023/10/23 09:26:04,conv2d/,1,2,0.9139,9.999999999998899e-05,0.38854727
1331,2023/10/23 09:26:06,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38921303
1332,2023/10/23 09:26:08,conv2d/,1,4,0.9138,0.000200000000000089,0.38977838
1333,2023/10/23 09:26:09,conv2d/,1,5,0.9136,0.00040000000000006697,0.38527372
1334,2023/10/23 09:26:11,conv2d/,1,6,0.9135,0.000500000000000056,0.39175287
1335,2023/10/23 09:26:12,conv2d/,1,7,0.911,0.0030000000000000027,0.3854667
1336,2023/10/23 09:26:14,conv2d/,1,0,0.9142,-0.00019999999999997797,0.39022297
1337,2023/10/23 09:26:16,conv2d/,1,1,0.9148,-0.0007999999999999119,0.39037406
1338,2023/10/23 09:26:17,conv2d/,1,2,0.9134,0.0006000000000000449,0.38967627
1339,2023/10/23 09:26:19,conv2d/,1,3,0.9139,9.999999999998899e-05,0.38966054
1340,2023/10/23 09:26:20,conv2d/,1,4,0.9134,0.0006000000000000449,0.38937604
1341,2023/10/23 09:26:22,conv2d/,1,5,0.9135,0.000500000000000056,0.39077216
1342,2023/10/23 09:26:24,conv2d/,1,6,0.9142,-0.00019999999999997797,0.38817388
1343,2023/10/23 09:26:25,conv2d/,1,7,0.9119,0.0020999999999999908,0.39911717
1344,2023/10/23 09:26:27,conv2d/,1,0,0.9139,9.999999999998899e-05,0.38866937
1345,2023/10/23 09:26:28,conv2d/,1,1,0.9141,-9.999999999998899e-05,0.39220983
1346,2023/10/23 09:26:30,conv2d/,1,2,0.9137,0.000300000000000078,0.39139286
1347,2023/10/23 09:26:32,conv2d/,1,3,0.9146,-0.0005999999999999339,0.3904692
1348,2023/10/23 09:26:33,conv2d/,1,4,0.9132,0.0008000000000000229,0.3889111
1349,2023/10/23 09:26:35,conv2d/,1,5,0.9142,-0.00019999999999997797,0.39426285
1350,2023/10/23 09:26:36,conv2d/,1,6,0.9142,-0.00019999999999997797,0.38366252
1351,2023/10/23 09:26:38,conv2d/,1,7,0.9068,0.007199999999999984,0.4008902
1352,2023/10/23 09:26:40,conv2d/,1,0,0.9137,0.000300000000000078,0.38867515
1353,2023/10/23 09:26:41,conv2d/,1,1,0.9139,9.999999999998899e-05,0.38968042
1354,2023/10/23 09:26:43,conv2d/,1,2,0.9137,0.000300000000000078,0.39097247
1355,2023/10/23 09:26:45,conv2d/,1,3,0.9141,-9.999999999998899e-05,0.38697702
1356,2023/10/23 09:26:46,conv2d/,1,4,0.9141,-9.999999999998899e-05,0.39074242
1357,2023/10/23 09:26:48,conv2d/,1,5,0.9138,0.000200000000000089,0.39046434
1358,2023/10/23 09:26:49,conv2d/,1,6,0.9133,0.0007000000000000339,0.38379112
1359,2023/10/23 09:26:51,conv2d/,1,7,0.9131,0.0009000000000000119,0.39459938
1360,2023/10/23 09:26:53,conv2d/,1,0,0.914,0.0,0.38860217
1361,2023/10/23 09:26:54,conv2d/,1,1,0.9143,-0.00029999999999996696,0.3907674
1362,2023/10/23 09:26:56,conv2d/,1,2,0.9143,-0.00029999999999996696,0.39037615
1363,2023/10/23 09:26:57,conv2d/,1,3,0.9144,-0.00039999999999995595,0.38874364
1364,2023/10/23 09:26:59,conv2d/,1,4,0.9134,0.0006000000000000449,0.39006066
1365,2023/10/23 09:27:01,conv2d/,1,5,0.9144,-0.00039999999999995595,0.3915374
1366,2023/10/23 09:27:02,conv2d/,1,6,0.9135,0.000500000000000056,0.38669795
1367,2023/10/23 09:27:04,conv2d/,1,7,0.9122,0.0018000000000000238,0.39119396
1368,2023/10/23 09:27:05,conv2d/,1,0,0.914,0.0,0.38960683
1369,2023/10/23 09:27:07,conv2d/,1,1,0.9142,-0.00019999999999997797,0.38967675
