,reference,layer_name,layer_counter,n_bits_flipped,bit_disrupted,accuracy,accuracy_degradation,loss
1478,2024/02/05 23:47:58,conv2d_1/,1,4,4,0.9144,0.00039999999999995595,0.38936087
1479,2024/02/05 23:48:00,conv2d_1/,1,1,5,0.9138,-0.000200000000000089,0.3896168
1480,2024/02/05 23:48:02,conv2d_1/,1,2,5,0.9135,-0.000500000000000056,0.3907293
1481,2024/02/05 23:48:03,conv2d_1/,1,4,5,0.9143,0.00029999999999996696,0.39058152
1482,2024/02/05 23:48:05,conv2d_1/,1,1,6,0.9141,9.999999999998899e-05,0.39007133
1483,2024/02/05 23:48:07,conv2d_1/,1,2,6,0.9133,-0.0007000000000000339,0.39077935
1484,2024/02/05 23:48:08,conv2d_1/,1,4,6,0.9138,-0.000200000000000089,0.38875243
1485,2024/02/05 23:48:10,conv2d_1/,1,1,7,0.9143,0.00029999999999996696,0.3893503
1486,2024/02/05 23:48:12,conv2d_1/,1,2,7,0.9138,-0.000200000000000089,0.3894306
1487,2024/02/05 23:48:14,conv2d_1/,1,4,7,0.9142,0.00019999999999997797,0.39078468
1488,2024/02/05 23:48:16,conv2d_1/,1,1,0,0.914,0.0,0.38964194
1489,2024/02/05 23:48:17,conv2d_1/,1,2,0,0.9142,0.00019999999999997797,0.38964635
1490,2024/02/05 23:48:19,conv2d_1/,1,4,0,0.914,0.0,0.38967645
1491,2024/02/05 23:48:21,conv2d_1/,1,1,1,0.914,0.0,0.3896192
1492,2024/02/05 23:48:23,conv2d_1/,1,2,1,0.914,0.0,0.39066747
1493,2024/02/05 23:48:24,conv2d_1/,1,4,1,0.914,0.0,0.38959578
1494,2024/02/05 23:48:26,conv2d_1/,1,1,2,0.914,0.0,0.3895517
1495,2024/02/05 23:48:28,conv2d_1/,1,2,2,0.914,0.0,0.3907565
1496,2024/02/05 23:48:30,conv2d_1/,1,4,2,0.9139,-9.999999999998899e-05,0.3886148
1497,2024/02/05 23:48:31,conv2d_1/,1,1,3,0.9142,0.00019999999999997797,0.38958567
1498,2024/02/05 23:48:33,conv2d_1/,1,2,3,0.9138,-0.000200000000000089,0.38953435
1499,2024/02/05 23:48:35,conv2d_1/,1,4,3,0.9142,0.00019999999999997797,0.38851887
1500,2024/02/05 23:48:36,conv2d_1/,1,1,4,0.9138,-0.000200000000000089,0.38986096
1501,2024/02/05 23:48:38,conv2d_1/,1,2,4,0.9139,-9.999999999998899e-05,0.3891933
1502,2024/02/05 23:48:40,conv2d_1/,1,4,4,0.9142,0.00019999999999997797,0.38796186
1503,2024/02/05 23:48:41,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.38951164
1504,2024/02/05 23:48:43,conv2d_1/,1,2,5,0.9139,-9.999999999998899e-05,0.38939235
1505,2024/02/05 23:48:45,conv2d_1/,1,4,5,0.9144,0.00039999999999995595,0.38852915
1506,2024/02/05 23:48:47,conv2d_1/,1,1,6,0.9139,-9.999999999998899e-05,0.39076972
1507,2024/02/05 23:48:48,conv2d_1/,1,2,6,0.9139,-9.999999999998899e-05,0.38818482
1508,2024/02/05 23:48:50,conv2d_1/,1,4,6,0.9134,-0.0006000000000000449,0.38848275
1509,2024/02/05 23:48:52,conv2d_1/,1,1,7,0.9142,0.00019999999999997797,0.3930563
1510,2024/02/05 23:48:53,conv2d_1/,1,2,7,0.9134,-0.0006000000000000449,0.3881705
1511,2024/02/05 23:48:55,conv2d_1/,1,4,7,0.9138,-0.000200000000000089,0.3909838
1512,2024/02/05 23:48:57,conv2d_1/,1,1,0,0.9142,0.00019999999999997797,0.38959166
1513,2024/02/05 23:48:58,conv2d_1/,1,2,0,0.9141,9.999999999998899e-05,0.3896622
1514,2024/02/05 23:49:00,conv2d_1/,1,4,0,0.9139,-9.999999999998899e-05,0.38958633
1515,2024/02/05 23:49:02,conv2d_1/,1,1,1,0.9141,9.999999999998899e-05,0.38960794
1516,2024/02/05 23:49:04,conv2d_1/,1,2,1,0.9139,-9.999999999998899e-05,0.38980433
1517,2024/02/05 23:49:05,conv2d_1/,1,4,1,0.9142,0.00019999999999997797,0.38960585
1518,2024/02/05 23:49:07,conv2d_1/,1,1,2,0.9141,9.999999999998899e-05,0.38971946
1519,2024/02/05 23:49:09,conv2d_1/,1,2,2,0.9142,0.00019999999999997797,0.38957652
1520,2024/02/05 23:49:10,conv2d_1/,1,4,2,0.914,0.0,0.38989604
1521,2024/02/05 23:49:12,conv2d_1/,1,1,3,0.914,0.0,0.38975605
1522,2024/02/05 23:49:14,conv2d_1/,1,2,3,0.9136,-0.00040000000000006697,0.39084628
1523,2024/02/05 23:49:15,conv2d_1/,1,4,3,0.9141,9.999999999998899e-05,0.39084908
1524,2024/02/05 23:49:17,conv2d_1/,1,1,4,0.9139,-9.999999999998899e-05,0.39078322
1525,2024/02/05 23:49:19,conv2d_1/,1,2,4,0.9139,-9.999999999998899e-05,0.3908496
1526,2024/02/05 23:49:20,conv2d_1/,1,4,4,0.9142,0.00019999999999997797,0.390464
1527,2024/02/05 23:49:22,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.3910492
1528,2024/02/05 23:49:24,conv2d_1/,1,2,5,0.914,0.0,0.3887512
1529,2024/02/05 23:49:25,conv2d_1/,1,4,5,0.9144,0.00039999999999995595,0.38751277
1530,2024/02/05 23:49:27,conv2d_1/,1,1,6,0.9143,0.00029999999999996696,0.390214
1531,2024/02/05 23:49:29,conv2d_1/,1,2,6,0.9144,0.00039999999999995595,0.3881854
1532,2024/02/05 23:49:30,conv2d_1/,1,4,6,0.9143,0.00029999999999996696,0.387238
1533,2024/02/05 23:49:32,conv2d_1/,1,1,7,0.914,0.0,0.389559
1534,2024/02/05 23:49:34,conv2d_1/,1,2,7,0.9141,9.999999999998899e-05,0.39035705
1535,2024/02/05 23:49:36,conv2d_1/,1,4,7,0.9133,-0.0007000000000000339,0.3890541
1536,2024/02/05 23:49:37,conv2d_1/,1,1,0,0.914,0.0,0.38968194
1537,2024/02/05 23:49:39,conv2d_1/,1,2,0,0.9139,-9.999999999998899e-05,0.38945612
1538,2024/02/05 23:49:41,conv2d_1/,1,4,0,0.914,0.0,0.3897714
1539,2024/02/05 23:49:42,conv2d_1/,1,1,1,0.914,0.0,0.38952857
1540,2024/02/05 23:49:44,conv2d_1/,1,2,1,0.9138,-0.000200000000000089,0.38858902
1541,2024/02/05 23:49:46,conv2d_1/,1,4,1,0.9141,9.999999999998899e-05,0.3896064
1542,2024/02/05 23:49:47,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.38960665
1543,2024/02/05 23:49:49,conv2d_1/,1,2,2,0.914,0.0,0.38960516
1544,2024/02/05 23:49:50,conv2d_1/,1,4,2,0.9136,-0.00040000000000006697,0.38960913
1545,2024/02/05 23:49:52,conv2d_1/,1,1,3,0.9138,-0.000200000000000089,0.3897029
1546,2024/02/05 23:49:54,conv2d_1/,1,2,3,0.914,0.0,0.38978633
1547,2024/02/05 23:49:55,conv2d_1/,1,4,3,0.914,0.0,0.39059833
1548,2024/02/05 23:49:57,conv2d_1/,1,1,4,0.9138,-0.000200000000000089,0.38977632
1549,2024/02/05 23:49:59,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.38933185
1550,2024/02/05 23:50:00,conv2d_1/,1,4,4,0.914,0.0,0.38991785
1551,2024/02/05 23:50:02,conv2d_1/,1,1,5,0.9144,0.00039999999999995595,0.38874662
1552,2024/02/05 23:50:04,conv2d_1/,1,2,5,0.9137,-0.000300000000000078,0.38958532
1553,2024/02/05 23:50:05,conv2d_1/,1,4,5,0.9142,0.00019999999999997797,0.39109
1554,2024/02/05 23:50:07,conv2d_1/,1,1,6,0.9144,0.00039999999999995595,0.38856325
1555,2024/02/05 23:50:09,conv2d_1/,1,2,6,0.9138,-0.000200000000000089,0.38952115
1556,2024/02/05 23:50:10,conv2d_1/,1,4,6,0.9145,0.0004999999999999449,0.38998568
1557,2024/02/05 23:50:12,conv2d_1/,1,1,7,0.914,0.0,0.3885452
1558,2024/02/05 23:50:14,conv2d_1/,1,2,7,0.9135,-0.000500000000000056,0.38905498
1559,2024/02/05 23:50:15,conv2d_1/,1,4,7,0.9141,9.999999999998899e-05,0.38926348
1560,2024/02/05 23:50:17,conv2d_1/,1,1,0,0.914,0.0,0.38961846
1561,2024/02/05 23:50:19,conv2d_1/,1,2,0,0.914,0.0,0.3896106
1562,2024/02/05 23:50:20,conv2d_1/,1,4,0,0.9138,-0.000200000000000089,0.38971362
1563,2024/02/05 23:50:22,conv2d_1/,1,1,1,0.9139,-9.999999999998899e-05,0.3897633
1564,2024/02/05 23:50:24,conv2d_1/,1,2,1,0.914,0.0,0.38963163
1565,2024/02/05 23:50:25,conv2d_1/,1,4,1,0.9141,9.999999999998899e-05,0.39082494
1566,2024/02/05 23:50:27,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.38969463
1567,2024/02/05 23:50:29,conv2d_1/,1,2,2,0.9139,-9.999999999998899e-05,0.38948506
1568,2024/02/05 23:50:30,conv2d_1/,1,4,2,0.9138,-0.000200000000000089,0.39068553
1569,2024/02/05 23:50:32,conv2d_1/,1,1,3,0.914,0.0,0.38847125
1570,2024/02/05 23:50:34,conv2d_1/,1,2,3,0.9139,-9.999999999998899e-05,0.3896064
1571,2024/02/05 23:50:35,conv2d_1/,1,4,3,0.914,0.0,0.38856977
1572,2024/02/05 23:50:37,conv2d_1/,1,1,4,0.9138,-0.000200000000000089,0.3895698
1573,2024/02/05 23:50:39,conv2d_1/,1,2,4,0.914,0.0,0.38983342
1574,2024/02/05 23:50:40,conv2d_1/,1,4,4,0.914,0.0,0.38848725
1575,2024/02/05 23:50:42,conv2d_1/,1,1,5,0.9138,-0.000200000000000089,0.3914792
1576,2024/02/05 23:50:44,conv2d_1/,1,2,5,0.9136,-0.00040000000000006697,0.39094916
1577,2024/02/05 23:50:45,conv2d_1/,1,4,5,0.9146,0.0005999999999999339,0.3894473
1578,2024/02/05 23:50:47,conv2d_1/,1,1,6,0.914,0.0,0.38880977
1579,2024/02/05 23:50:49,conv2d_1/,1,2,6,0.914,0.0,0.38981256
1580,2024/02/05 23:50:50,conv2d_1/,1,4,6,0.9142,0.00019999999999997797,0.3874124
1581,2024/02/05 23:50:52,conv2d_1/,1,1,7,0.9147,0.0006999999999999229,0.39012468
1582,2024/02/05 23:50:54,conv2d_1/,1,2,7,0.9135,-0.000500000000000056,0.38898388
1583,2024/02/05 23:50:55,conv2d_1/,1,4,7,0.9133,-0.0007000000000000339,0.38999176
1584,2024/02/05 23:50:57,conv2d_1/,1,1,0,0.914,0.0,0.38958707
1585,2024/02/05 23:50:59,conv2d_1/,1,2,0,0.9141,9.999999999998899e-05,0.38957867
1586,2024/02/05 23:51:00,conv2d_1/,1,4,0,0.9137,-0.000300000000000078,0.38974467
1587,2024/02/05 23:51:02,conv2d_1/,1,1,1,0.914,0.0,0.38961288
1588,2024/02/05 23:51:04,conv2d_1/,1,2,1,0.9138,-0.000200000000000089,0.3897735
1589,2024/02/05 23:51:05,conv2d_1/,1,4,1,0.914,0.0,0.38965654
1590,2024/02/05 23:51:07,conv2d_1/,1,1,2,0.9141,9.999999999998899e-05,0.38862833
1591,2024/02/05 23:51:09,conv2d_1/,1,2,2,0.9138,-0.000200000000000089,0.39066502
1592,2024/02/05 23:51:10,conv2d_1/,1,4,2,0.914,0.0,0.38956153
1593,2024/02/05 23:51:12,conv2d_1/,1,1,3,0.914,0.0,0.38832763
1594,2024/02/05 23:51:14,conv2d_1/,1,2,3,0.9142,0.00019999999999997797,0.38984516
1595,2024/02/05 23:51:15,conv2d_1/,1,4,3,0.9142,0.00019999999999997797,0.38972238
1596,2024/02/05 23:51:17,conv2d_1/,1,1,4,0.914,0.0,0.38975686
1597,2024/02/05 23:51:18,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.39199832
1598,2024/02/05 23:51:20,conv2d_1/,1,4,4,0.9142,0.00019999999999997797,0.38945782
1599,2024/02/05 23:51:22,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.38691226
1600,2024/02/05 23:51:23,conv2d_1/,1,2,5,0.9141,9.999999999998899e-05,0.38870782
1601,2024/02/05 23:51:25,conv2d_1/,1,4,5,0.9142,0.00019999999999997797,0.38956606
1602,2024/02/05 23:51:27,conv2d_1/,1,1,6,0.914,0.0,0.38947636
1603,2024/02/05 23:51:28,conv2d_1/,1,2,6,0.9141,9.999999999998899e-05,0.38974643
1604,2024/02/05 23:51:30,conv2d_1/,1,4,6,0.9144,0.00039999999999995595,0.38709542
1605,2024/02/05 23:51:32,conv2d_1/,1,1,7,0.9141,9.999999999998899e-05,0.38606757
1606,2024/02/05 23:51:33,conv2d_1/,1,2,7,0.914,0.0,0.39341134
1607,2024/02/05 23:51:35,conv2d_1/,1,4,7,0.9144,0.00039999999999995595,0.3888628
1608,2024/02/05 23:51:37,conv2d_1/,1,1,0,0.914,0.0,0.3896164
1609,2024/02/05 23:51:38,conv2d_1/,1,2,0,0.914,0.0,0.38965815
1610,2024/02/05 23:51:40,conv2d_1/,1,4,0,0.914,0.0,0.38981807
1611,2024/02/05 23:51:42,conv2d_1/,1,1,1,0.914,0.0,0.38962772
1612,2024/02/05 23:51:43,conv2d_1/,1,2,1,0.9141,9.999999999998899e-05,0.38979244
1613,2024/02/05 23:51:45,conv2d_1/,1,4,1,0.9142,0.00019999999999997797,0.38960934
1614,2024/02/05 23:51:47,conv2d_1/,1,1,2,0.9139,-9.999999999998899e-05,0.3898138
1615,2024/02/05 23:51:48,conv2d_1/,1,2,2,0.914,0.0,0.39048585
1616,2024/02/05 23:51:50,conv2d_1/,1,4,2,0.914,0.0,0.38962245
1617,2024/02/05 23:51:52,conv2d_1/,1,1,3,0.9138,-0.000200000000000089,0.39067447
1618,2024/02/05 23:51:53,conv2d_1/,1,2,3,0.914,0.0,0.38990903
1619,2024/02/05 23:51:55,conv2d_1/,1,4,3,0.9137,-0.000300000000000078,0.38838965
1620,2024/02/05 23:51:57,conv2d_1/,1,1,4,0.914,0.0,0.38974157
1621,2024/02/05 23:51:58,conv2d_1/,1,2,4,0.9142,0.00019999999999997797,0.3887768
1622,2024/02/05 23:52:00,conv2d_1/,1,4,4,0.9138,-0.000200000000000089,0.38954106
1623,2024/02/05 23:52:02,conv2d_1/,1,1,5,0.9142,0.00019999999999997797,0.38975522
1624,2024/02/05 23:52:03,conv2d_1/,1,2,5,0.914,0.0,0.39100665
1625,2024/02/05 23:52:05,conv2d_1/,1,4,5,0.9135,-0.000500000000000056,0.3886319
1626,2024/02/05 23:52:07,conv2d_1/,1,1,6,0.9141,9.999999999998899e-05,0.3908348
1627,2024/02/05 23:52:08,conv2d_1/,1,2,6,0.9132,-0.0008000000000000229,0.38911593
1628,2024/02/05 23:52:10,conv2d_1/,1,4,6,0.9133,-0.0007000000000000339,0.38842452
1629,2024/02/05 23:52:12,conv2d_1/,1,1,7,0.9138,-0.000200000000000089,0.38938922
1630,2024/02/05 23:52:13,conv2d_1/,1,2,7,0.9141,9.999999999998899e-05,0.38974008
1631,2024/02/05 23:52:15,conv2d_1/,1,4,7,0.914,0.0,0.3908909
1632,2024/02/05 23:52:17,conv2d_1/,1,1,0,0.914,0.0,0.38963324
1633,2024/02/05 23:52:18,conv2d_1/,1,2,0,0.914,0.0,0.38954112
1634,2024/02/05 23:52:20,conv2d_1/,1,4,0,0.9141,9.999999999998899e-05,0.39066723
1635,2024/02/05 23:52:22,conv2d_1/,1,1,1,0.914,0.0,0.38976976
1636,2024/02/05 23:52:23,conv2d_1/,1,2,1,0.9139,-9.999999999998899e-05,0.39065152
1637,2024/02/05 23:52:25,conv2d_1/,1,4,1,0.914,0.0,0.39060444
1638,2024/02/05 23:52:26,conv2d_1/,1,1,2,0.9142,0.00019999999999997797,0.38875127
1639,2024/02/05 23:52:28,conv2d_1/,1,2,2,0.9138,-0.000200000000000089,0.38977665
1640,2024/02/05 23:52:30,conv2d_1/,1,4,2,0.914,0.0,0.39061975
1641,2024/02/05 23:52:31,conv2d_1/,1,1,3,0.914,0.0,0.38949448
1642,2024/02/05 23:52:33,conv2d_1/,1,2,3,0.914,0.0,0.39093003
1643,2024/02/05 23:52:35,conv2d_1/,1,4,3,0.914,0.0,0.38963312
1644,2024/02/05 23:52:37,conv2d_1/,1,1,4,0.9142,0.00019999999999997797,0.3884557
1645,2024/02/05 23:52:38,conv2d_1/,1,2,4,0.9146,0.0005999999999999339,0.39130786
1646,2024/02/05 23:52:40,conv2d_1/,1,4,4,0.9137,-0.000300000000000078,0.39089397
1647,2024/02/05 23:52:42,conv2d_1/,1,1,5,0.9139,-9.999999999998899e-05,0.38957518
1648,2024/02/05 23:52:43,conv2d_1/,1,2,5,0.9143,0.00029999999999996696,0.39070886
1649,2024/02/05 23:52:45,conv2d_1/,1,4,5,0.9142,0.00019999999999997797,0.38821107
1650,2024/02/05 23:52:47,conv2d_1/,1,1,6,0.914,0.0,0.3897248
1651,2024/02/05 23:52:48,conv2d_1/,1,2,6,0.9139,-9.999999999998899e-05,0.38864088
1652,2024/02/05 23:52:50,conv2d_1/,1,4,6,0.9136,-0.00040000000000006697,0.3887041
1653,2024/02/05 23:52:52,conv2d_1/,1,1,7,0.9138,-0.000200000000000089,0.38987285
1654,2024/02/05 23:52:53,conv2d_1/,1,2,7,0.9139,-9.999999999998899e-05,0.3919802
1655,2024/02/05 23:52:55,conv2d_1/,1,4,7,0.9136,-0.00040000000000006697,0.38569957
1656,2024/02/05 23:52:57,conv2d_1/,1,1,0,0.914,0.0,0.38968098
1657,2024/02/05 23:52:58,conv2d_1/,1,2,0,0.9142,0.00019999999999997797,0.38959184
1658,2024/02/05 23:53:00,conv2d_1/,1,4,0,0.9142,0.00019999999999997797,0.3897036
1659,2024/02/05 23:53:02,conv2d_1/,1,1,1,0.9139,-9.999999999998899e-05,0.38959298
1660,2024/02/05 23:53:03,conv2d_1/,1,2,1,0.9142,0.00019999999999997797,0.38972944
1661,2024/02/05 23:53:05,conv2d_1/,1,4,1,0.9143,0.00029999999999996696,0.39059028
1662,2024/02/05 23:53:07,conv2d_1/,1,1,2,0.9142,0.00019999999999997797,0.3896288
1663,2024/02/05 23:53:08,conv2d_1/,1,2,2,0.9138,-0.000200000000000089,0.38953087
1664,2024/02/05 23:53:10,conv2d_1/,1,4,2,0.9141,9.999999999998899e-05,0.39062223
1665,2024/02/05 23:53:11,conv2d_1/,1,1,3,0.914,0.0,0.39068988
1666,2024/02/05 23:53:13,conv2d_1/,1,2,3,0.9144,0.00039999999999995595,0.38859636
1667,2024/02/05 23:53:15,conv2d_1/,1,4,3,0.9141,9.999999999998899e-05,0.3900478
1668,2024/02/05 23:53:16,conv2d_1/,1,1,4,0.914,0.0,0.3896828
1669,2024/02/05 23:53:18,conv2d_1/,1,2,4,0.9141,9.999999999998899e-05,0.3908314
1670,2024/02/05 23:53:20,conv2d_1/,1,4,4,0.9141,9.999999999998899e-05,0.38979852
1671,2024/02/05 23:53:21,conv2d_1/,1,1,5,0.9141,9.999999999998899e-05,0.38853934
1672,2024/02/05 23:53:23,conv2d_1/,1,2,5,0.914,0.0,0.38962382
1673,2024/02/05 23:53:25,conv2d_1/,1,4,5,0.9142,0.00019999999999997797,0.38943112
1674,2024/02/05 23:53:26,conv2d_1/,1,1,6,0.9139,-9.999999999998899e-05,0.38972035
1675,2024/02/05 23:53:28,conv2d_1/,1,2,6,0.9136,-0.00040000000000006697,0.3893845
1676,2024/02/05 23:53:30,conv2d_1/,1,4,6,0.9145,0.0004999999999999449,0.3876992
1677,2024/02/05 23:53:31,conv2d_1/,1,1,7,0.9143,0.00029999999999996696,0.38969082
1678,2024/02/05 23:53:33,conv2d_1/,1,2,7,0.914,0.0,0.38970527
1679,2024/02/05 23:53:35,conv2d_1/,1,4,7,0.9137,-0.000300000000000078,0.3873625
1680,2024/02/05 23:53:36,conv2d_2/,2,1,0,0.914,0.0,0.38963053
1681,2024/02/05 23:53:38,conv2d_2/,2,2,0,0.914,0.0,0.38962296
1682,2024/02/05 23:53:40,conv2d_2/,2,4,0,0.914,0.0,0.38964498
1683,2024/02/05 23:53:41,conv2d_2/,2,1,1,0.914,0.0,0.38962257
1684,2024/02/05 23:53:43,conv2d_2/,2,2,1,0.914,0.0,0.38974088
1685,2024/02/05 23:53:44,conv2d_2/,2,4,1,0.9139,-9.999999999998899e-05,0.3896716
1686,2024/02/05 23:53:46,conv2d_2/,2,1,2,0.914,0.0,0.3896042
1687,2024/02/05 23:53:48,conv2d_2/,2,2,2,0.9139,-9.999999999998899e-05,0.3895998
1688,2024/02/05 23:53:49,conv2d_2/,2,4,2,0.914,0.0,0.38959333
1689,2024/02/05 23:53:51,conv2d_2/,2,1,3,0.914,0.0,0.38962257
1690,2024/02/05 23:53:53,conv2d_2/,2,2,3,0.9143,0.00029999999999996696,0.38976163
1691,2024/02/05 23:53:54,conv2d_2/,2,4,3,0.9142,0.00019999999999997797,0.38963142
1692,2024/02/05 23:53:56,conv2d_2/,2,1,4,0.914,0.0,0.38969043
1693,2024/02/05 23:53:58,conv2d_2/,2,2,4,0.9139,-9.999999999998899e-05,0.38961664
1694,2024/02/05 23:53:59,conv2d_2/,2,4,4,0.9141,9.999999999998899e-05,0.38983467
1695,2024/02/05 23:54:01,conv2d_2/,2,1,5,0.9142,0.00019999999999997797,0.38980746
1696,2024/02/05 23:54:03,conv2d_2/,2,2,5,0.914,0.0,0.38957423
1697,2024/02/05 23:54:04,conv2d_2/,2,4,5,0.9138,-0.000200000000000089,0.39063337
1698,2024/02/05 23:54:06,conv2d_2/,2,1,6,0.914,0.0,0.38962257
1699,2024/02/05 23:54:08,conv2d_2/,2,2,6,0.9137,-0.000300000000000078,0.39192748
1700,2024/02/05 23:54:09,conv2d_2/,2,4,6,0.9138,-0.000200000000000089,0.38784432
1701,2024/02/05 23:54:11,conv2d_2/,2,1,7,0.9137,-0.000300000000000078,0.39084998
1702,2024/02/05 23:54:13,conv2d_2/,2,2,7,0.9141,9.999999999998899e-05,0.39159358
1703,2024/02/05 23:54:14,conv2d_2/,2,4,7,0.9137,-0.000300000000000078,0.39124516
1704,2024/02/05 23:54:16,conv2d_2/,2,1,0,0.914,0.0,0.3896246
1705,2024/02/05 23:54:18,conv2d_2/,2,2,0,0.914,0.0,0.38963187
1706,2024/02/05 23:54:19,conv2d_2/,2,4,0,0.914,0.0,0.3896274
1707,2024/02/05 23:54:21,conv2d_2/,2,1,1,0.914,0.0,0.389613
1708,2024/02/05 23:54:23,conv2d_2/,2,2,1,0.914,0.0,0.38966078
1709,2024/02/05 23:54:24,conv2d_2/,2,4,1,0.9139,-9.999999999998899e-05,0.38960838
1710,2024/02/05 23:54:26,conv2d_2/,2,1,2,0.914,0.0,0.38961965
1711,2024/02/05 23:54:27,conv2d_2/,2,2,2,0.9141,9.999999999998899e-05,0.38966283
1712,2024/02/05 23:54:29,conv2d_2/,2,4,2,0.914,0.0,0.38862428
1713,2024/02/05 23:54:31,conv2d_2/,2,1,3,0.9141,9.999999999998899e-05,0.38956058
1714,2024/02/05 23:54:32,conv2d_2/,2,2,3,0.9139,-9.999999999998899e-05,0.38970602
1715,2024/02/05 23:54:34,conv2d_2/,2,4,3,0.9139,-9.999999999998899e-05,0.38972098
1716,2024/02/05 23:54:36,conv2d_2/,2,1,4,0.914,0.0,0.38963422
1717,2024/02/05 23:54:37,conv2d_2/,2,2,4,0.9139,-9.999999999998899e-05,0.39078072
1718,2024/02/05 23:54:39,conv2d_2/,2,4,4,0.9142,0.00019999999999997797,0.39061263
1719,2024/02/05 23:54:41,conv2d_2/,2,1,5,0.9139,-9.999999999998899e-05,0.38965014
1720,2024/02/05 23:54:42,conv2d_2/,2,2,5,0.9139,-9.999999999998899e-05,0.38970196
1721,2024/02/05 23:54:44,conv2d_2/,2,4,5,0.9138,-0.000200000000000089,0.39111948
1722,2024/02/05 23:54:46,conv2d_2/,2,1,6,0.914,0.0,0.3895078
1723,2024/02/05 23:54:47,conv2d_2/,2,2,6,0.9141,9.999999999998899e-05,0.38947916
1724,2024/02/05 23:54:49,conv2d_2/,2,4,6,0.914,0.0,0.3884483
1725,2024/02/05 23:54:50,conv2d_2/,2,1,7,0.9142,0.00019999999999997797,0.3895375
1726,2024/02/05 23:54:52,conv2d_2/,2,2,7,0.9142,0.00019999999999997797,0.39195442
1727,2024/02/05 23:54:54,conv2d_2/,2,4,7,0.9142,0.00019999999999997797,0.39208168
1728,2024/02/05 23:54:55,conv2d_2/,2,1,0,0.9139,-9.999999999998899e-05,0.3896449
1729,2024/02/05 23:54:57,conv2d_2/,2,2,0,0.914,0.0,0.38960108
1730,2024/02/05 23:54:59,conv2d_2/,2,4,0,0.9139,-9.999999999998899e-05,0.39072737
1731,2024/02/05 23:55:00,conv2d_2/,2,1,1,0.9139,-9.999999999998899e-05,0.38965878
1732,2024/02/05 23:55:02,conv2d_2/,2,2,1,0.914,0.0,0.3895984
1733,2024/02/05 23:55:04,conv2d_2/,2,4,1,0.914,0.0,0.38965324
1734,2024/02/05 23:55:05,conv2d_2/,2,1,2,0.914,0.0,0.38963637
1735,2024/02/05 23:55:07,conv2d_2/,2,2,2,0.914,0.0,0.38961503
1736,2024/02/05 23:55:09,conv2d_2/,2,4,2,0.914,0.0,0.38972488
1737,2024/02/05 23:55:10,conv2d_2/,2,1,3,0.914,0.0,0.38962257
1738,2024/02/05 23:55:12,conv2d_2/,2,2,3,0.9141,9.999999999998899e-05,0.38960305
1739,2024/02/05 23:55:14,conv2d_2/,2,4,3,0.9139,-9.999999999998899e-05,0.38974154
1740,2024/02/05 23:55:15,conv2d_2/,2,1,4,0.9138,-0.000200000000000089,0.38982174
1741,2024/02/05 23:55:17,conv2d_2/,2,2,4,0.9138,-0.000200000000000089,0.38964608
1742,2024/02/05 23:55:18,conv2d_2/,2,4,4,0.9142,0.00019999999999997797,0.3909605
1743,2024/02/05 23:55:20,conv2d_2/,2,1,5,0.914,0.0,0.38962257
1744,2024/02/05 23:55:22,conv2d_2/,2,2,5,0.9139,-9.999999999998899e-05,0.3886913
1745,2024/02/05 23:55:23,conv2d_2/,2,4,5,0.9138,-0.000200000000000089,0.39092422
1746,2024/02/05 23:55:25,conv2d_2/,2,1,6,0.9141,9.999999999998899e-05,0.38963872
1747,2024/02/05 23:55:27,conv2d_2/,2,2,6,0.9139,-9.999999999998899e-05,0.3896735
1748,2024/02/05 23:55:28,conv2d_2/,2,4,6,0.914,0.0,0.3885168
1749,2024/02/05 23:55:30,conv2d_2/,2,1,7,0.914,0.0,0.38962257
1750,2024/02/05 23:55:32,conv2d_2/,2,2,7,0.9146,0.0005999999999999339,0.3892095
1751,2024/02/05 23:55:33,conv2d_2/,2,4,7,0.9132,-0.0008000000000000229,0.39332467
1752,2024/02/05 23:55:35,conv2d_2/,2,1,0,0.914,0.0,0.38962257
1753,2024/02/05 23:55:36,conv2d_2/,2,2,0,0.914,0.0,0.38962123
1754,2024/02/05 23:55:38,conv2d_2/,2,4,0,0.9139,-9.999999999998899e-05,0.38965565
1755,2024/02/05 23:55:40,conv2d_2/,2,1,1,0.9141,9.999999999998899e-05,0.3895769
1756,2024/02/05 23:55:41,conv2d_2/,2,2,1,0.914,0.0,0.38962257
1757,2024/02/05 23:55:43,conv2d_2/,2,4,1,0.914,0.0,0.38947296
1758,2024/02/05 23:55:45,conv2d_2/,2,1,2,0.9139,-9.999999999998899e-05,0.38961792
1759,2024/02/05 23:55:46,conv2d_2/,2,2,2,0.9139,-9.999999999998899e-05,0.3896376
1760,2024/02/05 23:55:48,conv2d_2/,2,4,2,0.9139,-9.999999999998899e-05,0.38963315
1761,2024/02/05 23:55:50,conv2d_2/,2,1,3,0.9139,-9.999999999998899e-05,0.3896385
