;name;layer_key;kernel_index;layer_index;n_bits_flipped;bit_disrupted;q_aware_test_accuracy;q_aware_test_acc_degradation;q_aware_test_loss
;model-original;;;;;;(0.9114999771118164, 0.9117);;(0.2890910804271698, 0.3396423)
31;2_20230518 16:29:13;quant_conv2d;1;2;2;31;0.9074000120162964;-0.004199981689453125;0.30518656969070435
32;2_20230518 16:29:16;quant_conv2d;1;2;3;7;0.9068999886512756;-0.004700005054473877;0.30580347776412964
33;2_20230518 16:29:19;quant_conv2d;1;2;4;23;0.9041000008583069;-0.007499992847442627;0.31306806206703186
34;2_20230518 16:29:25;quant_conv2d;1;2;5;15;0.9003000259399414;-0.011299967765808105;0.3227425515651703
35;2_20230518 16:29:29;quant_conv2d;1;2;6;31;0.9000999927520752;-0.011500000953674316;0.33072608709335327
36;2_20230518 16:29:33;quant_conv2d;1;2;7;7;0.8991000056266785;-0.012499988079071045;0.33683139085769653
37;2_20230518 16:29:37;quant_conv2d;1;2;8;23;0.8955000042915344;-0.016099989414215088;0.34348264336586
38;2_20230518 16:29:41;quant_conv2d;1;2;9;15;0.895799994468689;-0.015799999237060547;0.3548823893070221
39;2_20230518 16:29:46;quant_conv2d;1;2;10;15;0.8937000036239624;-0.01789999008178711;0.3513844609260559
40;2_20230518 16:29:51;quant_conv2d;1;2;11;23;0.8909000158309937;-0.02069997787475586;0.3727932572364807
41;2_20230518 16:29:56;quant_conv2d;1;2;12;7;0.8889999985694885;-0.022599995136260986;0.3710611164569855
42;2_20230518 16:30:02;quant_conv2d;1;2;13;15;0.8855999708175659;-0.026000022888183594;0.38829079270362854
43;2_20230518 16:30:08;quant_conv2d;1;2;14;23;0.886900007724762;-0.02469998598098755;0.38429662585258484
44;2_20230518 16:30:13;quant_conv2d;1;2;15;7;0.8827000260353088;-0.028899967670440674;0.3861849009990692
45;3_20230518 16:30:16;quant_conv2d;1;2;1;15;0.9096999764442444;-0.001900017261505127;0.2968190908432007
46;3_20230518 16:30:19;quant_conv2d;1;2;2;15;0.9067000150680542;-0.0048999786376953125;0.3048974871635437
47;3_20230518 16:30:22;quant_conv2d;1;2;3;31;0.9049000144004822;-0.006699979305267334;0.3115393817424774
48;3_20230518 16:30:25;quant_conv2d;1;2;4;7;0.9025999903678894;-0.009000003337860107;0.31365150213241577
49;3_20230518 16:30:29;quant_conv2d;1;2;5;15;0.902899980545044;-0.008700013160705566;0.32469114661216736
50;3_20230518 16:30:34;quant_conv2d;1;2;6;15;0.9006999731063843;-0.010900020599365234;0.32512351870536804
51;3_20230518 16:30:38;quant_conv2d;1;2;7;23;0.8962000012397766;-0.0153999924659729;0.34883925318717957
